uid,Map_changes,Reverted_changes,restored_map_edits,nodes_Created,nodes_Modified,nodes_Deleted,Ways_Created,Ways_Modified,Ways_Deleted,Relations_Deleted,Median_length,Registered_timeStamp,average_year,efficient_year,acc,class,weekday,weekend
1640335,139,0,0,99,19,4,12,4,1,0,22.5,1373673600,0.818181818,0.454545455,0.920951773,1,12,2
2086028,1535,0,0,1234,68,41,135,50,7,0,0,1400630400,0.6,0.1,0.859175301,1,6,8
2263439,264,0,0,217,2,5,27,12,1,0,15,1408060800,0.111111111,0.111111111,0.743284467,0,14,0
3183894,1340,0,0,828,232,33,111,129,6,0,29,1440547200,0.5,0.375,0.906647911,1,13,1
3339203,817,0,0,387,328,0,75,27,0,0,0,1445904000,0.25,0.125,0.893621278,1,14,0
3457214,463,0,0,283,112,12,34,17,3,0,19,1450137600,0.75,0.25,0.870215789,1,9,5
3508588,150,0,0,119,0,4,22,4,1,0,4,1452124800,0.125,0.125,0.884024288,1,14,0
4442202,118,0,0,35,58,12,4,8,1,0,95,1471564800,0.285714286,0.142857143,0.868200203,1,5,9
13714218,33,0,0,18,0,0,5,9,0,0,6,1625616000,2,1,0.958984242,2,3,10
18349352,191,0,0,56,13,28,15,48,5,1,15,1674518400,5,1,0.932978661,1,11,2
18364091,890,0,0,683,106,4,66,30,0,0,4,1674777600,4,1,0.844977596,1,11,2
7534097,106,0,0,79,0,0,16,11,0,0,4,1517011200,0.666666667,0.5,0.835694207,1,13,0
9576993,2384,0,0,1773,108,54,387,52,9,0,4,1553817600,1,0.4,0.812914918,1,9,4
10261592,766,0,1,477,145,23,90,27,4,0,15,1567036800,0.75,0.75,0.87551334,1,11,2
10746224,1241,0,0,887,79,39,141,84,11,0,15,1580947200,1.75,0.25,0.910115364,1,11,2
11679243,4598,0,0,3668,22,1,879,28,0,0,2,1597881600,1.333333333,0.333333333,0.962188571,2,13,0
12239328,558,0,0,420,0,13,38,85,2,0,4,1606348800,0.666666667,0.333333333,0.872513499,1,13,0
665036,744,0,0,541,83,4,73,18,1,0,12,1334966400,0.416666667,0.083333333,0.808100086,1,9,4
1974059,951,0,0,714,31,59,92,44,11,0,6,1394236800,0.1,0.1,0.919990517,1,0,13
1983903,192,1,0,163,0,0,28,1,0,0,0,1394755200,0.2,0.1,0.867992116,1,13,0
2028902,1205,0,0,862,172,2,149,20,0,0,5,1397260800,0.5,0.3,0.915591957,1,10,3
2788553,121,0,0,95,1,0,15,9,0,0,0,1427414400,0.111111111,0.111111111,0.928722006,1,13,0
2877426,76,2,0,43,26,0,6,1,0,0,0,1430352000,0.555555556,0.222222222,0.87019171,1,12,1
3066050,901,0,0,657,54,62,78,45,5,0,0,1436918400,0.444444444,0.333333333,0.846729283,1,8,5
3618297,551,0,0,426,15,36,61,3,7,1,15,1455148800,0.375,0.125,0.832084721,1,13,0
3924694,168,0,0,119,20,1,22,6,0,0,27,1462492800,0.375,0.125,0.897716883,1,10,3
5262380,14,0,0,13,0,0,0,1,0,0,20,1486252800,1.857142857,0.571428571,0.977589678,2,8,5
5570155,110,0,0,69,22,0,8,11,0,0,8,1490659200,0.285714286,0.142857143,0.936459782,1,13,0
5746705,903,0,0,744,17,9,87,44,2,0,11,1493337600,0.714285714,0.285714286,0.911939842,1,8,5
13199715,1481,0,0,1370,0,0,104,7,0,0,53,1619568000,1.333333333,0.333333333,0.902823396,1,6,6
13608609,1156,0,0,1084,0,0,70,2,0,0,8,1624233600,0.666666667,0.333333333,0.904264129,1,12,0
13692769,54,0,0,15,15,5,3,16,0,0,4,1625270400,0.333333333,0.333333333,0.91815048,1,0,12
15583797,133,1,0,103,5,0,16,9,0,0,10,1649980800,1,0.5,0.949662989,1,12,0
17403657,1891,2,0,1535,3,138,193,11,11,0,19,1665619200,1,1,0.887385853,1,12,0
7710409,45,0,0,13,8,8,2,13,1,0,2,1520294400,0.666666667,0.333333333,0.92883349,1,12,0
9163314,723,1,0,477,30,13,104,91,4,0,9.5,1543363200,0.4,0.2,0.930521918,1,2,10
9484747,67,0,0,33,10,9,8,3,2,1,24,1551312000,0.4,0.2,0.938864576,1,12,0
10137204,442,0,0,353,1,0,82,6,0,0,14,1562457600,1.4,0.2,0.897758934,1,3,9
10522089,959,0,0,574,133,26,122,100,4,0,4,1575417600,0.5,0.5,0.89628222,1,11,1
20190586,74,0,0,25,33,4,2,9,1,0,41.5,1694044800,3,1,0.755398234,1,6,6
11463290,1111,0,0,943,33,16,99,17,3,0,41,1594166400,0.75,0.5,0.888683399,1,12,0
64922,105,1,0,46,15,17,10,12,4,0,50,1220227200,0.533333333,0.2,0.96982737,2,11,1
130041,301,1,4,203,9,1,47,37,0,0,25,1243641600,0.4,0.266666667,0.953972054,2,3,9
183579,209,0,0,47,151,0,8,3,0,0,15,1255046400,0.142857143,0.142857143,0.944868892,1,12,0
219348,25,0,0,9,2,0,0,14,0,0,18,1263513600,0.571428571,0.285714286,0.482959034,0,11,1
856122,243,0,0,160,1,23,38,18,3,0,8,1346716800,0.636363636,0.363636364,0.876902458,1,12,0
4488988,563,0,0,446,11,38,55,5,7,0,76.5,1472342400,0.857142857,0.285714286,0.81542466,1,5,7
4578254,86,0,0,41,11,3,5,19,1,0,6,1473897600,0.285714286,0.285714286,0.966543745,2,12,0
5560958,2465,0,0,1565,467,80,294,55,3,0,22,1490486400,0.571428571,0.142857143,0.886942523,1,8,4
13206138,504,0,0,431,1,0,66,5,0,0,80,1619654400,1,0.333333333,0.961011843,2,11,0
13727026,2667,0,0,1945,181,137,209,127,24,2,22,1625788800,1.666666667,0.666666667,0.894575575,1,9,2
14462873,293,0,0,146,54,23,23,45,0,0,12,1636934400,1.5,0.5,0.873258244,1,11,0
15259535,678,0,0,463,27,34,99,45,8,0,13,1646697600,1.5,0.5,0.894865728,1,11,0
16367687,84,0,0,52,17,2,6,7,0,0,41,1656115200,0.5,0.5,0.742414967,1,0,11
6336076,51,0,0,39,0,0,6,6,0,0,2,1500336000,0.428571429,0.142857143,0.853122047,1,10,1
10715714,636,1,0,597,5,0,33,1,0,0,39,1580256000,1.5,0.5,0.915476637,1,11,0
19495109,399,0,0,228,50,8,56,52,2,0,7,1686009600,4,1,0.956698217,2,11,0
20126128,120,0,0,92,2,0,15,11,0,0,17,1693267200,1,1,0.623202178,0,0,11
12484943,79,0,0,62,4,0,10,3,0,0,6,1610582400,0.666666667,0.333333333,0.767350726,1,11,0
12812008,565,0,0,409,8,0,79,66,0,0,15,1615248000,1.333333333,0.666666667,0.907622013,1,10,1
13057586,2691,4,0,1744,304,256,228,105,53,0,11,1618185600,0.333333333,0.333333333,0.886843544,1,11,0
1431969,84,0,0,27,48,0,4,5,0,0,8,1368057600,0.272727273,0.090909091,0.931323219,1,11,0
3047850,82,0,0,60,13,1,4,3,0,0,14,1436400000,0.444444444,0.222222222,0.928872238,1,7,4
3192209,138,0,0,80,11,2,19,24,2,0,7,1440720000,0.875,0.625,0.732176725,1,11,0
3823511,107,0,0,39,28,8,9,19,2,0,36,1460592000,0.75,0.375,0.954124912,2,9,2
3855434,73,0,0,55,1,1,6,10,0,0,12,1461196800,0.375,0.125,0.859819752,1,11,0
5722755,85,0,0,58,1,2,14,9,1,0,6,1492992000,0.428571429,0.285714286,0.810963827,1,11,0
15228406,604,0,1,287,132,95,48,30,11,0,16,1646352000,1.5,0.5,0.889533298,1,10,0
17022897,131,0,0,98,12,0,14,7,0,0,11,1662163200,2,1,0.910590821,1,0,10
18207241,20,0,0,12,5,0,0,3,0,0,28.5,1673136000,6,1,0.963941821,2,5,5
18700873,31,0,0,14,4,0,3,10,0,0,31,1678665600,2,1,0.92556799,1,10,0
18859924,167,0,1,28,22,68,9,24,14,0,8.5,1680652800,4,1,0.948154952,1,10,0
19046195,1674,0,0,1349,16,31,263,7,8,0,65,1682294400,5,1,0.818647571,1,10,0
6269119,61,0,0,33,10,0,8,10,0,0,4,1499212800,0.571428571,0.285714286,0.826630759,1,8,2
7028067,575,0,0,418,139,1,4,13,0,0,3,1511136000,0.333333333,0.166666667,0.948011317,1,10,0
7121117,753,1,15,441,63,18,125,104,2,0,20.5,1512086400,0.666666667,0.5,0.658466785,0,2,8
7607903,321,0,0,282,8,0,30,1,0,0,36,1518393600,0.5,0.5,0.925746519,1,10,0
9349626,1135,0,0,745,93,2,26,264,0,2,28,1547251200,0.8,0.4,0.922402661,1,3,7
9404196,249,0,0,166,17,4,37,24,1,0,4,1548892800,1.8,0.8,0.885644372,1,7,3
10159497,888,1,0,545,43,117,86,40,57,0,28,1563321600,0.6,0.4,0.864851129,1,10,0
10323770,118,1,0,71,15,5,14,12,1,0,10,1569283200,1,0.75,0.849936494,1,10,0
10538717,430,1,0,330,10,2,54,29,0,0,4,1575849600,1,0.25,0.918512103,1,10,0
20094846,1371,0,0,335,305,253,30,343,18,1,36,1692489600,4,1,0.845203091,1,10,0
10889015,488,0,0,379,41,3,49,16,0,0,2,1583971200,1,0.5,0.817091342,1,10,0
12677491,337,0,0,215,16,59,23,11,12,0,7,1613520000,2,1,0.864959133,1,6,4
12874878,467,0,0,99,218,63,8,70,4,2,21,1616025600,1.333333333,0.333333333,0.933483802,1,10,0
12895910,63,13,0,29,0,0,5,29,0,0,1,1616371200,1,0.333333333,0.897599668,1,10,0
131967,691,0,0,428,146,49,37,24,4,0,14,1244160000,0.2,0.066666667,0.869398356,1,10,0
504510,80,1,0,14,2,27,5,14,11,0,12.5,1313020800,0.25,0.083333333,0.882101569,1,10,0
1780757,64,0,0,49,0,0,11,4,0,0,0,1382227200,0.1,0.1,0.906383369,1,0,10
1946823,20,0,0,17,0,0,3,0,0,0,0,1392940800,0.2,0.1,0.951920971,2,10,0
2767104,523,0,1,254,34,63,67,87,17,0,0,1426636800,0.444444444,0.111111111,0.976476543,2,8,2
3946587,13,4,0,6,6,0,0,1,0,0,20,1462924800,1,0.375,0.699777827,0,7,3
14013387,83,0,0,51,3,0,10,19,0,0,11,1630195200,2,0.5,0.585541995,0,8,1
15128315,55,0,0,43,2,0,8,2,0,0,4,1645315200,0.5,0.5,0.837011125,1,0,9
15159152,591,0,0,456,11,23,56,41,4,0,1,1645660800,2,0.5,0.889037139,1,9,0
15442245,1190,0,0,805,51,115,118,92,9,0,6,1648598400,2,0.5,0.843086559,1,8,1
15466724,557,0,0,232,224,16,36,46,3,0,21,1648857600,2.5,1,0.815859821,1,4,5
17297677,43,0,0,20,5,0,3,15,0,0,31,1664668800,2,1,0.857942157,1,8,1
17524097,1003,4,0,650,7,8,251,75,12,0,2,1667001600,1,1,0.743832849,1,0,9
18389171,334,1,0,225,3,1,66,37,1,0,21,1675209600,6,1,0.962695303,2,6,3
18641851,9,0,0,1,2,0,0,5,0,0,29,1678147200,3,1,0.828920567,1,9,0
6339736,971,1,0,748,16,1,172,34,0,0,4,1500336000,0.571428571,0.142857143,0.873595109,1,8,1
7119877,163,0,0,130,0,0,28,5,0,0,2,1512086400,0.5,0.166666667,0.93524207,1,0,9
7120005,322,0,0,187,73,2,45,15,0,0,6,1512086400,0.5,0.333333333,0.812483268,1,9,0
7488248,57,0,0,47,1,0,7,2,0,0,8,1516147200,0.333333333,0.166666667,0.561534216,0,4,5
8141524,2634,0,0,2157,72,0,399,6,0,0,28,1524096000,0.5,0.333333333,0.901627529,1,9,0
8592118,203,0,0,159,1,4,33,5,1,0,14,1532390400,0.333333333,0.166666667,0.804318441,1,9,0
9626353,10,0,0,8,1,0,0,1,0,0,15,1555113600,1.2,1,0.945601758,1,8,1
10186147,360,0,0,229,99,0,22,8,0,0,8,1564358400,0.8,0.4,0.771197219,1,9,0
10337161,1224,0,0,955,25,94,130,15,4,0,3,1569715200,1.25,0.5,0.897569111,1,9,0
10461246,83,0,0,69,0,0,9,5,0,0,10,1573603200,1.25,0.5,0.944221563,1,9,0
10528779,34,0,0,23,1,1,4,5,0,0,41,1575504000,0.5,0.25,0.870103067,1,0,9
20473634,1147,0,0,570,85,156,162,138,31,3,8,1697328000,2,1,0.900017573,1,9,0
11126099,1667,4,0,996,105,387,91,69,6,0,6,1588550400,1,0.75,0.81502031,1,9,0
12038343,15538,0,0,13318,86,59,2062,3,6,0,18,1603324800,1.666666667,0.333333333,0.884897303,1,9,0
12714354,25,0,0,0,3,0,0,22,0,0,21,1613952000,0.333333333,0.333333333,0.877658952,1,9,0
767403,76,0,0,53,7,1,7,8,0,0,0,1343520000,0.416666667,0.166666667,0.97645149,2,7,2
3336637,657,640,0,8,2,639,2,5,1,0,6,1445817600,0.625,0.125,0.932766507,1,5,4
3404001,1639,0,0,981,430,25,145,51,5,0,18,1448064000,0.375,0.125,0.88623797,1,4,5
3576192,247,0,0,121,46,13,20,46,0,0,13,1454025600,0.375,0.125,0.885750516,1,6,3
3796228,17,0,0,4,11,0,0,2,0,0,20,1460073600,0.5,0.375,0.859156876,1,9,0
4431885,914,0,0,316,442,25,61,64,5,0,55,1471392000,0.571428571,0.285714286,0.938707527,1,9,0
4737250,10,0,0,2,5,0,0,3,0,0,21,1476662400,1,0.285714286,0.94941227,1,5,4
6066455,12,0,0,10,0,0,0,2,0,0,20,1495584000,1.142857143,0.428571429,0.850700637,1,5,4
15088048,872,1,0,691,43,11,101,24,1,0,7,1644796800,1.5,0.5,0.89329034,1,8,0
16367728,15,0,0,0,0,0,0,15,0,0,23.5,1656115200,0.5,0.5,0.835125275,1,0,8
16888849,929,0,0,694,20,9,191,15,0,0,13,1660953600,2,1,0.928026042,1,1,7
18361574,18,0,0,12,0,2,0,4,0,0,77.5,1674691200,5,1,0.950411728,2,2,6
19038282,3255,1,1,2499,35,300,378,28,14,0,3,1682208000,1,1,0.859069434,1,0,8
6275750,1561,0,0,1305,23,5,214,13,1,0,12,1499299200,0.142857143,0.142857143,0.84243237,1,8,0
6682732,1872,12,0,914,0,631,194,1,132,0,0,1505865600,0.5,0.166666667,0.789998912,0,8,0
7119508,721,0,0,204,316,105,16,63,12,3,15,1512000000,0.333333333,0.166666667,0.947617265,1,8,0
8019808,931,0,0,763,2,5,158,2,1,0,21,1522540800,0.666666667,0.166666667,0.942312937,1,8,0
8433690,732,1,1,542,74,30,48,32,3,0,2,1529280000,0.833333333,0.166666667,0.910797867,1,7,1
8687651,98,0,0,66,14,0,16,2,0,0,4,1534204800,0.4,0.4,0.666370565,0,2,6
8879126,1742,0,0,1513,3,25,193,2,6,0,8,1538006400,0.8,0.4,0.913036656,1,6,2
9235781,123,0,0,91,2,4,16,9,1,0,13,1544745600,0.4,0.2,0.883690182,1,8,0
9426922,26,0,0,15,0,1,5,5,0,0,32.5,1549584000,0.2,0.2,0.64429872,0,8,0
9814250,37,0,0,21,7,0,5,4,0,0,4,1556496000,0.2,0.2,0.910557823,1,8,0
9938958,777,0,0,613,22,11,93,35,3,0,20,1557619200,0.4,0.2,0.836476598,1,0,8
10378303,164,0,0,137,7,0,14,6,0,0,26,1571011200,0.5,0.25,0.807086865,1,1,7
12283079,67,0,0,45,10,0,6,6,0,0,5.5,1607040000,0.666666667,0.333333333,0.919693656,1,8,0
430909,551,0,0,484,0,0,56,10,0,0,19,1301702400,0.230769231,0.076923077,0.921417673,1,0,8
491132,261,1,0,206,2,4,47,2,0,0,4,1310947200,0.230769231,0.153846154,0.809384654,1,8,0
577630,860,0,1,669,28,5,101,54,0,0,13,1325289600,0.333333333,0.083333333,0.828175136,1,3,5
634290,37,0,0,15,12,2,4,4,0,0,4,1332201600,0.25,0.166666667,0.931705513,1,7,1
1790329,186,0,0,139,11,6,19,8,2,0,7.5,1383091200,0.3,0.2,0.872414618,1,8,0
1803172,104,0,0,85,4,0,12,3,0,0,4,1384214400,0.4,0.1,0.962911357,2,6,2
1855271,60,0,0,48,4,0,5,3,0,0,0,1387929600,0.3,0.1,0.745760836,1,1,7
1966775,234,1,0,176,0,7,28,20,1,1,0,1393891200,0.1,0.1,0.873220467,1,8,0
2444143,61,0,0,33,0,17,6,2,3,0,0,1415059200,0.111111111,0.111111111,0.874144657,1,8,0
4354162,7,0,0,5,0,0,0,2,0,0,16.5,1470096000,1,0.25,0.956806855,2,7,1
4518396,93,2,0,70,6,1,11,4,0,0,2,1472774400,0.571428571,0.285714286,0.925742113,1,6,2
4847935,84,0,0,68,4,0,11,1,0,0,1,1479168000,0.428571429,0.142857143,0.8602737,1,8,0
4950482,514,0,0,377,15,2,92,27,0,0,25,1481328000,0.142857143,0.142857143,0.936331039,1,0,8
5339816,48,0,0,23,4,12,3,4,2,0,10,1487376000,0.142857143,0.142857143,0.933955304,1,8,0
13246476,2372,55,0,1780,166,13,302,110,0,0,12,1620086400,1,0.666666667,0.853717663,1,7,0
14726176,107,0,0,56,7,5,8,30,0,0,11,1640649600,1.5,1,0.909660096,1,2,5
17868942,341,0,0,263,10,1,62,5,0,0,69,1669939200,2,1,0.966316173,2,7,0
18442652,60,0,0,42,4,0,9,5,0,0,19,1675987200,1,1,0.84167919,1,7,0
6541744,458,0,0,247,57,41,56,44,4,0,7,1503619200,0.5,0.5,0.932017025,1,7,0
6769512,137,0,0,109,1,0,13,14,0,0,15,1507420800,0.833333333,0.5,0.727592103,0,4,3
7145311,676,0,0,300,175,123,11,53,7,3,9,1512345600,0.5,0.333333333,0.875130699,1,7,0
7203984,30,1,0,19,0,0,5,6,0,0,8,1512950400,0.166666667,0.166666667,0.932206019,1,7,0
7528087,87,0,0,48,0,22,11,1,5,0,5,1516924800,0.5,0.166666667,0.908945365,1,7,0
7664678,183,0,0,94,52,4,14,11,4,0,7,1519430400,0.333333333,0.166666667,0.921876028,1,0,7
8263792,7,0,0,0,0,0,0,7,0,0,37,1526169600,0.166666667,0.166666667,0.955342776,2,7,0
8592126,32,0,0,17,1,0,5,9,0,0,18,1532390400,0.333333333,0.166666667,0.784832761,1,7,0
9043010,112,0,0,42,37,14,12,4,3,0,38,1541203200,0.2,0.2,0.820186064,1,0,7
10245305,156,0,0,115,0,30,8,0,3,0,6,1566518400,1.5,0.5,0.712527006,1,5,2
10752290,1029,0,0,782,20,63,121,22,19,0,11,1581033600,0.5,0.25,0.892164169,1,4,3
20646776,14,0,0,5,2,0,3,4,0,0,6,1701561600,1,1,0.919220122,1,0,7
10841123,14,0,1,0,6,0,0,8,0,0,31,1582934400,0.5,0.25,0.902674374,1,3,4
12233508,197,0,0,162,4,0,23,8,0,0,15,1606262400,1,0.333333333,0.89600114,1,7,0
12365446,113,0,0,83,20,0,5,5,0,0,6,1608508800,1.333333333,1,0.913461975,1,6,1
12658793,95,0,0,42,27,11,3,9,3,0,17,1613260800,1,0.333333333,0.909571586,1,6,1
41458,60,0,0,48,0,0,4,3,0,0,0,1212105600,0.25,0.125,0.879132124,1,1,6
275778,191,0,0,62,24,3,27,17,4,1,37,1272240000,0.214285714,0.214285714,0.780233347,1,7,0
366906,15,0,0,11,2,0,1,1,0,0,15,1288828800,0.230769231,0.153846154,0.925391602,1,7,0
641843,516,0,0,426,2,39,27,15,4,0,9,1332892800,0.25,0.083333333,0.93138561,1,7,0
1172940,54,0,0,32,2,0,6,13,1,0,0,1356739200,0.454545455,0.181818182,0.921980325,1,4,3
1728273,22,0,0,13,1,4,2,0,1,0,6,1377734400,0.1,0.1,0.690176462,0,7,0
1782980,412,1,0,268,21,5,57,31,2,1,13,1382486400,0.2,0.2,0.874867335,1,7,0
2120244,545,0,0,437,14,1,88,5,0,0,0,1402531200,0.2,0.1,0.897867876,1,7,0
2225136,182,0,0,142,3,8,13,9,6,0,11,1406764800,0.2,0.1,0.760015722,0,2,5
2492096,131,0,0,113,1,0,10,7,0,0,0,1417219200,0.111111111,0.111111111,0.931148537,1,0,7
2535684,27,0,0,15,5,0,3,4,0,0,6,1419379200,0.444444444,0.333333333,0.96123481,2,7,0
2544640,281,0,0,187,29,22,33,8,2,0,10,1419897600,0.222222222,0.222222222,0.951862986,2,7,0
3333455,9,0,0,0,3,0,0,5,0,0,11,1445644800,0.25,0.125,0.973063985,2,7,0
4814367,957,0,1,400,163,125,58,178,33,0,17,1478217600,0.428571429,0.142857143,0.856247406,1,7,0
5157121,51,0,0,43,0,0,7,1,0,0,8,1484870400,0.285714286,0.142857143,0.829270147,1,6,1
5351978,94,0,0,36,4,2,16,34,1,0,14,1487548800,0.571428571,0.285714286,0.9325435,1,6,1
5467201,1709,0,0,1318,1,86,267,23,12,0,9,1489190400,0.571428571,0.142857143,0.868384609,1,6,1
13521257,46,0,0,33,0,1,7,5,0,0,9.5,1623196800,0.666666667,0.666666667,0.77753284,1,4,2
14110427,13,0,0,0,0,0,0,13,0,0,21.5,1631577600,1.5,1,0.959283013,2,3,3
14505695,164,0,0,129,6,0,23,6,0,0,3.5,1637625600,1,0.5,0.859167845,1,3,3
14635276,557,0,0,273,156,5,46,68,9,0,40,1639440000,1,0.5,0.916175956,1,6,0
15121276,383,0,0,271,13,71,21,4,3,0,3,1645228800,0.5,0.5,0.806076513,1,0,6
16529702,6,0,0,0,0,0,0,5,0,0,14,1657670400,0.5,0.5,0.915924618,1,6,0
16936977,1058,0,0,536,112,186,43,130,43,0,4,1661385600,4,1,0.897223554,1,4,2
6454225,226,0,0,112,12,64,26,7,5,0,25,1502236800,0.666666667,0.166666667,0.921072556,1,6,0
6727898,536,0,0,418,30,12,57,18,1,0,6.5,1506643200,0.5,0.333333333,0.926092893,1,6,0
6783113,15,0,0,4,2,2,0,7,0,0,15,1507680000,0.5,0.333333333,0.962730337,2,6,0
8592120,1212,0,0,994,3,1,208,6,0,0,27.5,1532390400,0.5,0.166666667,0.889131513,1,5,1
8691061,3063,0,0,2651,12,20,348,28,4,0,8,1534291200,0.6,0.2,0.870513081,1,6,0
8893722,20,0,0,12,2,0,3,3,0,0,17.5,1538352000,0.6,0.6,0.89743986,1,6,0
9005284,35,0,0,27,0,0,4,4,0,0,34,1540512000,0.2,0.2,0.960911428,2,6,0
9386572,398,0,0,231,72,16,39,36,3,0,34,1548374400,1.2,0.8,0.937907197,1,4,2
9828287,121,0,0,90,12,0,15,4,0,0,10.5,1556496000,1,0.4,0.948675205,1,6,0
10109874,39,0,0,15,4,4,4,11,1,0,25,1561420800,0.8,0.2,0.958179844,2,6,0
10254369,235,0,0,126,79,15,4,10,1,0,4,1566864000,0.5,0.25,0.903874495,1,6,0
10619404,8,0,0,0,2,0,0,6,0,0,54,1578096000,0.5,0.25,0.97685603,2,0,6
19921267,30,1,0,5,2,0,1,18,0,0,4,1689724800,2,1,0.899845353,1,6,0
11638398,1877,0,0,1469,94,28,277,3,6,0,3.5,1597190400,0.333333333,0.333333333,0.835489267,1,6,0
11712841,35,0,0,20,3,0,1,11,0,0,8,1598400000,1.666666667,1,0.864117762,1,4,2
12000162,37229,0,0,31672,427,36,5084,1,9,0,19,1602806400,1,0.333333333,0.904258206,2,6,0
13058330,1462,26,0,1148,73,11,103,125,2,0,4.5,1618185600,0.333333333,0.333333333,0.700082754,1,6,0
2125554,880,0,0,703,2,76,54,34,11,0,0,1402790400,0.2,0.1,0.915750357,1,4,2
2245564,152,0,0,106,26,0,18,2,0,0,0,1407456000,0.111111111,0.111111111,0.916931283,1,6,0
2263387,57,0,0,29,6,0,5,17,0,0,0,1408060800,0.222222222,0.111111111,0.771035128,1,6,0
2911215,461,0,0,348,42,3,64,4,0,0,5.5,1431475200,0.222222222,0.111111111,0.889702069,1,6,0
3241388,39,0,0,19,7,4,4,4,1,0,19,1442361600,0.5,0.25,0.901086142,1,3,3
3394707,86,0,0,64,4,0,11,7,0,0,16,1447804800,0.375,0.25,0.918094708,1,6,0
3638377,38,0,0,27,0,3,5,1,2,0,5,1455753600,0.25,0.125,0.886860082,1,6,0
4702432,15,0,0,5,0,0,1,9,0,0,4,1476057600,0.142857143,0.142857143,0.982515716,2,6,0
13741888,255,0,0,150,55,11,29,10,0,0,8,1626048000,0.666666667,0.333333333,0.983655086,2,5,0
13906133,9,1,0,5,0,0,1,3,0,0,4,1628553600,1,1,0.887685717,1,5,0
14100843,467,0,0,359,10,5,84,8,1,0,7,1631404800,0.5,0.5,0.875006803,1,5,0
14659916,30,1,0,16,0,2,4,7,1,0,30,1639785600,2,1,0.84633872,1,1,4
14833699,11,0,0,0,0,1,0,10,0,0,11,1641945600,1,0.5,0.97803137,2,5,0
17675965,541,0,0,451,14,0,75,1,0,0,16,1668384000,3,1,0.887448889,1,1,4
18420322,103,0,0,5,10,11,2,68,5,0,16,1675814400,3,1,0.933823389,1,1,4
18788562,33,0,0,20,1,7,4,0,1,0,2,1679616000,1,1,0.846323269,1,5,0
18847843,76,0,0,58,0,0,14,4,0,0,7,1680566400,1,1,0.881861135,1,5,0
6328590,95,0,0,79,1,0,6,9,0,0,16,1500163200,0.285714286,0.285714286,0.86229371,1,4,1
6380507,471,1,0,371,14,12,71,1,2,0,9,1501027200,0.428571429,0.285714286,0.791913371,0,2,3
6415656,113,0,0,87,1,1,16,8,0,0,7,1501632000,0.428571429,0.285714286,0.951493048,2,5,0
7298509,166,0,0,146,3,0,7,10,0,0,11,1513728000,0.333333333,0.333333333,0.896059256,1,3,2
7529958,388,0,0,330,10,1,36,11,0,0,19,1516924800,0.5,0.333333333,0.936970736,1,4,1
7682838,118,1,0,87,1,0,19,10,0,0,5,1519776000,0.333333333,0.166666667,0.907546447,1,5,0
8553120,55,0,1,24,6,5,5,15,0,0,17,1531612800,0.666666667,0.166666667,0.934173465,1,3,2
8794309,136,0,0,123,0,5,4,3,1,0,4,1536364800,0.2,0.2,0.952960217,2,5,0
8802121,28,0,0,14,4,1,4,5,0,0,15,1536537600,0.4,0.2,0.922964522,1,5,0
8835259,499,1,0,365,44,5,54,28,2,0,15,1537142400,0.6,0.2,0.856082964,1,2,3
9203502,10,0,0,6,3,0,1,0,0,0,3,1544140800,0.4,0.2,0.950523524,2,3,2
9402772,234,0,0,173,5,0,32,24,0,0,18,1548892800,0.2,0.2,0.929106861,1,5,0
9493807,1566,0,0,1247,115,2,192,5,0,0,13,1551571200,0.2,0.2,0.826981449,1,5,0
10059800,286,0,0,188,0,69,20,3,3,0,4,1559865600,0.2,0.2,0.859803114,1,5,0
10126394,313,0,0,239,2,12,55,2,3,0,15,1562112000,0.2,0.2,0.886398901,1,5,0
10318370,807,0,0,770,3,5,20,8,1,0,35,1569110400,0.75,0.25,0.897086599,1,2,3
10734462,318,0,0,175,20,18,55,44,2,0,8,1580688000,0.75,0.25,0.878868006,1,5,0
20058210,314,0,0,247,12,22,22,10,1,0,4,1691539200,1,1,0.871192489,1,5,0
20142221,8,0,1,0,0,0,0,8,0,0,11,1693440000,3,1,0.966623081,2,5,0
11489439,878,0,0,714,0,0,164,0,0,0,86,1594684800,0.5,0.25,0.85734532,1,5,0
11991688,91,0,0,76,0,0,15,0,0,0,17,1602720000,0.666666667,0.333333333,0.885834519,1,5,0
12654323,18,0,0,1,2,7,0,3,5,0,19,1613174400,0.333333333,0.333333333,0.824285155,1,0,5
12712107,10,0,0,4,0,0,1,5,0,0,11,1613865600,0.333333333,0.333333333,0.879937651,1,0,5
13169530,124,0,0,74,7,19,14,9,1,0,31,1619308800,0.333333333,0.333333333,0.830932166,1,5,0
1056611,66,0,0,57,1,0,4,4,0,0,4,1353024000,0.272727273,0.181818182,0.910220133,1,4,1
1533292,17,0,0,5,6,0,1,5,0,0,5,1370822400,0.090909091,0.090909091,0.943490986,1,0,5
1819111,22,0,0,11,1,6,2,1,1,0,0,1385424000,0.2,0.1,0.894532935,1,5,0
2147906,82,0,0,36,36,0,7,3,0,0,0,1403740800,0.1,0.1,0.9115648,1,5,0
2232599,48,0,0,13,10,3,5,14,1,0,0,1407024000,0.1,0.1,0.955114096,2,0,5
2236207,25,1,0,19,0,1,3,1,0,0,0,1407196800,0.222222222,0.222222222,0.782282333,1,5,0
