uid,Map_changes,Reverted_changes,restored_map_edits,nodes_Created,nodes_Modified,nodes_Deleted,Ways_Created,Ways_Modified,Ways_Deleted,Relations_Deleted,Median_length,Registered_timeStamp,average_year,efficient_year,acc,class,weekday,weekend
2720112,30,1,0,16,3,3,1,7,0,0,0,1425254400,0.111111111,0.111111111,0.953046698,2,5,0
3032243,26,0,0,21,0,0,3,2,0,0,8,1435881600,0.111111111,0.111111111,0.863870903,1,5,0
3765004,172,0,0,47,20,43,8,44,10,0,12,1459382400,0.375,0.25,0.914775458,1,5,0
4159619,162,0,0,36,8,100,4,3,11,0,2,1466640000,0.125,0.125,0.604904246,0,5,0
4329713,172,0,0,148,0,0,21,3,0,0,27,1469664000,0.25,0.125,0.805059645,1,5,0
4624002,5,0,0,3,1,0,0,1,0,0,18,1474675200,0.714285714,0.428571429,0.893150449,1,5,0
4799088,86,0,0,62,0,8,11,3,2,0,2,1477785600,0.142857143,0.142857143,0.787458091,1,0,5
5057155,24,0,0,4,1,0,0,19,0,0,18,1483228800,0.428571429,0.142857143,0.900622688,1,5,0
5144209,896,1,0,653,83,14,126,16,4,0,27,1484611200,0.571428571,0.142857143,0.908907583,1,4,1
5605072,192,0,0,149,2,4,14,21,2,0,4,1491177600,0.285714286,0.285714286,0.918914777,1,5,0
13326073,147,0,0,69,13,32,14,14,3,0,11,1620950400,0.666666667,0.666666667,0.856992506,1,2,2
13683690,241,0,0,73,9,94,15,36,13,0,43,1625184000,1.333333333,0.666666667,0.947952536,1,3,1
13859297,80,0,0,49,0,13,11,6,0,0,5.5,1627862400,1,0.666666667,0.741587851,1,4,0
14691979,13,0,0,8,0,0,2,3,0,0,4,1640217600,0.5,0.5,0.803341857,1,4,0
14718651,111,0,0,52,10,18,12,16,1,0,4,1640563200,2,1,0.714089259,1,4,0
15265125,12,0,0,4,3,0,1,3,0,0,2.5,1646697600,0.5,0.5,0.966615559,2,4,0
15371872,1071,0,0,763,80,28,172,26,2,0,37,1647820800,0.5,0.5,0.851548875,1,4,0
15802713,137,0,0,81,5,13,18,17,3,0,17,1651449600,1,0.5,0.943247423,1,4,0
17041525,24,0,0,6,8,4,2,2,1,0,5,1662336000,1,1,0.91207438,1,4,0
18353135,16,0,0,12,1,0,3,0,0,0,14,1674604800,2,1,0.908203797,1,1,3
18772352,23,0,0,11,5,0,2,5,0,0,4,1679356800,2,1,0.85011863,1,4,0
18836352,42,0,0,28,9,0,3,2,0,0,4.5,1680480000,2,1,0.617161142,0,4,0
18946501,5,0,0,1,0,0,0,2,0,0,5.5,1681430400,1,1,0.934000067,1,4,0
6648212,480,4,0,381,7,28,56,5,3,0,2,1505260800,0.333333333,0.166666667,0.83770666,1,4,0
6671245,65,0,0,57,2,0,4,2,0,0,3.5,1505692800,0.333333333,0.166666667,0.93901262,1,4,0
6824487,39,0,0,34,0,0,4,1,0,0,5,1508457600,0.166666667,0.166666667,0.7301532,1,4,0
6861435,544,0,0,460,51,2,8,22,1,0,12,1508976000,0.5,0.166666667,0.928679311,1,4,0
7724901,338,0,0,275,11,0,50,2,0,0,58,1520380800,0.333333333,0.166666667,0.835198665,1,4,0
8113360,197,0,0,156,0,0,38,3,0,0,7,1523664000,0.166666667,0.166666667,0.914088422,1,0,4
8385994,284,0,0,242,11,0,27,3,1,0,37.5,1528329600,0.333333333,0.333333333,0.84469054,1,4,0
8602536,142,0,0,101,0,0,18,23,0,0,6,1532563200,0.5,0.333333333,0.944509126,1,4,0
8847734,182,0,0,120,10,1,21,30,0,0,29,1537401600,0.8,0.2,0.624188274,0,4,0
9149599,13,0,0,4,1,0,2,6,0,0,4,1543190400,0.4,0.2,0.942595026,1,4,0
9268717,7,0,0,2,1,0,0,4,0,0,16,1545350400,0.4,0.2,0.966838457,2,3,1
9367296,171,0,0,117,9,0,37,8,0,0,5,1547769600,0.2,0.2,0.899060355,1,4,0
9441754,32,0,0,29,0,0,3,0,0,0,2,1550102400,0.2,0.2,0.953625917,2,4,0
9444530,137,0,0,98,1,0,29,9,0,0,7,1550188800,0.4,0.2,0.918512421,1,4,0
9962156,32,0,0,25,1,1,5,0,0,0,8,1557964800,0.2,0.2,0.930473043,1,4,0
10188835,186,0,0,60,11,84,12,17,2,0,35.5,1564444800,0.6,0.2,0.939012313,1,4,0
10208242,42,0,0,21,4,0,8,9,0,0,10.5,1565136000,0.5,0.25,0.940127348,1,4,0
10254371,94,0,0,75,0,0,18,1,0,0,7,1566864000,0.75,0.75,0.78370309,1,3,1
10269260,10,0,0,5,0,0,3,2,0,0,4,1567382400,0.25,0.25,0.946123981,1,4,0
10288178,400,2,0,344,9,0,32,14,0,0,25,1568073600,0.5,0.25,0.931492397,1,4,0
10302738,839,0,0,748,0,0,89,2,0,0,18.5,1568592000,0.5,0.25,0.916383712,1,4,0
10468667,50,0,0,38,0,1,9,1,0,0,12,1573776000,0.5,0.5,0.913516958,1,4,0
20227572,535,0,0,328,47,61,71,19,9,0,18,1694476800,3,1,0.903593805,1,4,0
20507643,605,0,0,501,0,0,100,1,0,0,13,1698278400,3,1,0.910625677,1,4,0
20556685,95,0,0,11,5,67,2,2,8,0,8,1699228800,3,1,0.533540196,0,4,0
11116748,266,0,0,219,0,3,31,10,3,0,10,1588377600,0.5,0.25,0.89069926,1,2,2
11232595,10,0,0,5,2,0,1,2,0,0,10,1590278400,0.5,0.5,0.946910486,1,1,3
11323340,57,0,0,28,0,25,2,1,1,0,5,1591747200,0.25,0.25,0.902840397,1,4,0
12250671,57,0,0,22,0,17,2,6,6,3,20,1606521600,0.333333333,0.333333333,0.942179233,1,4,0
12510269,52,0,0,16,8,5,8,11,2,0,8,1611014400,0.333333333,0.333333333,0.942912459,1,4,0
12555216,11,0,0,4,4,0,1,1,0,0,19,1611705600,0.333333333,0.333333333,0.935313988,1,4,0
12583518,16,0,0,10,1,3,2,0,0,0,15.5,1612137600,0.333333333,0.333333333,0.884196751,1,4,0
386593,32,0,0,17,8,1,2,3,0,0,5,1292976000,0.307692308,0.153846154,0.944119481,1,3,1
912799,16,0,0,12,0,2,1,1,0,0,6,1348444800,0.090909091,0.090909091,0.957611974,2,4,0
1437436,111,0,0,82,0,0,22,2,0,0,10,1368230400,0.272727273,0.181818182,0.881928325,1,4,0
1719899,95,0,0,40,42,0,8,5,0,0,12.5,1376956800,0.2,0.1,0.924238077,1,4,0
1790827,68,0,0,33,32,1,1,1,0,0,23,1383091200,0.1,0.1,0.941595583,1,4,0
2037026,45,0,0,26,16,0,2,1,0,0,0,1397779200,0.1,0.1,0.92673066,1,4,0
2038656,115,0,0,94,0,0,19,2,0,0,34,1397865600,0.1,0.1,0.830953872,1,0,4
2117100,35,0,0,28,0,0,5,2,0,0,0,1402358400,0.2,0.1,0.915737113,1,4,0
2390101,116,0,0,82,16,8,8,2,0,0,7,1412899200,0.222222222,0.111111111,0.953026898,2,4,0
2477848,23,1,0,9,8,0,3,3,0,0,6,1416528000,0.333333333,0.222222222,0.935411626,1,4,0
2937899,77,0,0,43,30,0,3,1,0,0,17,1432425600,0.333333333,0.111111111,0.786143757,1,3,1
3142817,12,0,0,5,0,4,1,1,1,0,11.5,1439337600,0.125,0.125,0.934946808,1,4,0
3471487,53,0,0,35,3,2,11,2,0,0,7,1450656000,0.25,0.125,0.959618632,2,4,0
3640139,101,2,0,47,8,1,19,24,2,0,9,1455840000,0.25,0.25,0.94264591,1,3,1
3823764,36,0,0,11,0,18,3,1,3,0,4,1460592000,0.25,0.25,0.870824702,1,4,0
4554949,341,0,0,182,121,2,31,5,0,0,18,1473465600,0.142857143,0.142857143,0.888601617,1,0,4
4673727,4,0,0,1,2,0,0,1,0,0,18,1475539200,0.571428571,0.428571429,0.968795742,2,4,0
4691731,370,1,0,272,4,11,66,15,2,0,39,1475884800,0.285714286,0.285714286,0.954383177,2,3,1
5096616,31,0,0,0,2,13,0,10,5,0,27,1483833600,0.428571429,0.142857143,0.937612905,1,3,1
5098090,738,0,0,572,8,46,105,6,1,0,13.5,1483833600,0.142857143,0.142857143,0.889935719,1,4,0
6091032,217,1,0,21,190,1,0,5,0,0,49,1496016000,0.285714286,0.285714286,0.720593107,1,1,3
13503235,57,0,0,39,0,0,9,8,0,0,7,1622937600,0.333333333,0.333333333,0.925812916,1,3,0
14140106,311,0,0,132,69,22,50,34,1,0,6,1632009600,1.5,0.5,0.790702535,0,2,1
14471472,3,0,0,0,0,0,0,2,0,0,6,1637020800,0.5,0.5,0.919757037,1,3,0
15935976,697,0,0,581,8,0,94,14,0,0,33,1652313600,1,0.5,0.911922776,1,3,0
16383552,9,0,0,3,1,2,1,1,1,0,2,1656288000,0.5,0.5,0.878319915,1,3,0
16482028,90,0,0,25,29,13,7,11,4,0,15,1657238400,1.5,1,0.94083823,1,1,2
16510216,49,0,0,40,4,0,3,2,0,0,2,1657497600,0.5,0.5,0.953202888,2,3,0
18189288,58,0,0,6,41,5,1,4,1,0,2,1672963200,2,1,0.866772497,1,3,0
18887656,46,0,0,20,0,4,5,16,1,0,9,1680912000,1,1,0.839502431,1,0,3
6614481,30,0,0,19,2,1,4,4,0,0,8,1504742400,0.166666667,0.166666667,0.970747716,2,3,0
6749383,3,0,0,2,0,0,0,1,0,0,15,1506988800,0.333333333,0.333333333,0.975531545,2,2,1
6888011,71,0,0,56,0,0,14,1,0,0,9,1509408000,0.166666667,0.166666667,0.949226737,1,3,0
7120664,230,0,0,177,17,0,27,7,1,0,11,1512086400,0.166666667,0.166666667,0.834321702,1,0,3
7148758,402,0,0,313,9,3,74,2,1,0,7,1512345600,0.333333333,0.333333333,0.931217021,1,3,0
7340631,39,1,0,26,1,1,7,4,0,0,10,1514073600,0.166666667,0.166666667,0.820936291,1,0,3
7500638,9,0,0,4,0,0,2,3,0,0,32,1516320000,0.166666667,0.166666667,0.879095199,1,3,0
7692435,32,0,0,20,1,0,8,3,0,0,4,1519948800,0.166666667,0.166666667,0.626148163,0,3,0
8172907,10,0,0,4,1,0,1,4,0,0,6,1524614400,0.333333333,0.166666667,0.958133913,2,2,1
8299253,43,2,0,19,4,0,4,15,1,0,36,1526688000,0.166666667,0.166666667,0.974861697,2,0,3
8336323,94,0,2,77,3,0,9,5,0,0,2,1527379200,0.166666667,0.166666667,0.893783305,1,0,3
8647699,19,0,0,15,0,0,3,1,0,0,46,1533427200,0.2,0.2,0.937203354,1,3,0
8989560,122,0,0,5,107,2,0,8,0,0,5,1540166400,0.2,0.2,0.908860633,1,3,0
9350094,14,0,0,9,0,0,3,2,0,0,8,1547251200,0.2,0.2,0.814670456,1,0,3
9399613,27,0,0,22,0,0,4,1,0,0,54,1548806400,0.4,0.2,0.902876184,1,3,0
9420656,14,0,0,9,0,1,2,2,0,0,42,1549411200,0.2,0.2,0.95077392,2,0,3
10266812,56,0,0,45,0,0,8,3,0,0,4,1567296000,0.25,0.25,0.813132372,1,0,3
10695662,348,0,0,180,108,8,28,24,0,0,56,1579824000,0.25,0.25,0.816977461,1,3,0
10701496,500,0,0,183,194,32,32,55,4,0,45,1579910400,0.5,0.25,0.873125462,1,1,2
19615212,450,6,0,321,22,16,61,26,4,0,30,1687046400,1,1,0.923199976,1,0,3
19819984,21,0,0,16,0,0,3,2,0,0,18,1688947200,2,1,0.703141049,1,3,0
19968965,34,0,0,25,3,0,3,3,0,0,17,1690156800,1,1,0.742297943,1,3,0
20043549,1363,2,1,469,270,488,55,68,9,0,25,1691193600,1,1,0.944111267,1,0,3
20383579,406,0,0,316,0,0,82,8,0,0,24,1696204800,1,1,0.702925199,0,3,0
20437968,10,0,0,7,0,0,1,2,0,0,26,1696809600,1,1,0.912750315,1,3,0
20469499,9,0,0,2,4,0,0,2,0,0,6,1697241600,3,1,0.811184804,1,1,2
20473346,38,0,0,13,12,5,3,5,0,0,7,1697328000,1,1,0.909894104,1,0,3
20576953,6,0,0,0,4,0,0,2,0,0,4,1699574400,1,1,0.949095549,1,3,0
20621303,4,0,0,1,1,0,0,2,0,0,26,1700784000,2,1,0.866967958,1,3,0
20671499,6,0,0,0,0,0,0,6,0,0,21,1702339200,1,1,0.964148014,2,3,0
20836510,20,0,0,16,0,0,4,0,0,0,15,1704585600,2,1,0.639253431,0,2,1
10928836,31,0,0,27,0,0,4,0,0,0,12,1584921600,0.25,0.25,0.915943014,1,3,0
10961092,970,0,0,445,124,176,71,141,10,0,6,1585612800,0.5,0.25,0.895093486,1,3,0
11008216,117,0,0,73,26,0,13,5,0,0,3,1586476800,0.25,0.25,0.947979359,1,3,0
11053812,118,1,0,96,2,1,10,9,0,0,72,1587340800,0.25,0.25,0.867382416,1,3,0
11140924,32,0,0,28,0,1,3,0,0,0,22,1588809600,0.5,0.5,0.973656922,2,3,0
11165503,45,0,0,35,2,1,5,2,0,0,34,1589241600,0.25,0.25,0.870233234,1,3,0
11227880,446,0,0,359,3,0,81,3,0,0,3,1590192000,0.25,0.25,0.859890944,1,0,3
11772159,43,0,0,12,22,0,4,5,0,0,7,1599436800,0.666666667,0.666666667,0.93581042,1,2,1
12548984,71,0,0,34,17,10,6,1,3,0,4,1611619200,0.333333333,0.333333333,0.757795214,1,3,0
12825509,77,0,0,9,0,48,2,16,2,0,19,1615420800,0.333333333,0.333333333,0.939212364,1,3,0
12844959,12,0,0,6,1,0,1,4,0,0,4,1615680000,0.333333333,0.333333333,0.928246447,1,0,3
12903872,1555,0,0,1244,0,0,311,0,0,0,21,1616457600,0.666666667,0.333333333,0.67773374,0,3,0
960774,68,0,0,30,26,1,6,4,0,0,24,1349740800,0.090909091,0.090909091,0.90875133,1,3,0
1413017,27,0,0,18,1,2,4,2,0,0,23,1367539200,0.090909091,0.090909091,0.942780694,1,3,0
1589576,686,0,0,471,98,0,114,3,0,0,25,1372291200,0.090909091,0.090909091,0.917053663,1,3,0
1720857,7,0,0,3,0,0,1,3,0,0,18,1377043200,0.3,0.2,0.84053041,1,2,1
1872850,47,0,0,39,0,0,6,2,0,0,0,1389139200,0.1,0.1,0.918129022,1,3,0
2202560,19,0,0,8,9,0,1,1,0,0,16,1405987200,0.2,0.1,0.794042716,1,3,0
2239190,70,0,0,46,8,4,9,2,1,0,0,1407283200,0.111111111,0.111111111,0.945675938,1,3,0
2255580,25,0,0,21,0,0,3,1,0,0,0,1407801600,0.111111111,0.111111111,0.903111486,1,3,0
2269792,5,0,0,3,1,0,0,1,0,0,8,1408320000,0.111111111,0.111111111,0.979221766,2,3,0
2313169,31,0,0,24,0,0,6,1,0,0,5,1409875200,0.111111111,0.111111111,0.789062644,1,3,0
2747931,52,0,0,47,2,0,3,0,0,0,0,1425945600,0.111111111,0.111111111,0.849625973,1,3,0
2825937,11,0,0,8,0,0,2,1,0,0,6,1428969600,0.111111111,0.111111111,0.960490389,2,3,0
3187712,18,0,0,14,0,0,3,1,0,0,6,1440633600,0.125,0.125,0.917990399,1,3,0
3272268,11,0,0,4,4,1,2,0,0,0,0,1443484800,0.25,0.125,0.900530954,1,3,0
3288022,224,0,0,108,37,31,21,24,3,0,29,1444089600,0.375,0.25,0.742957808,1,3,0
3489345,13,0,0,10,0,0,1,2,0,0,7,1451433600,0.125,0.125,0.837061854,1,3,0
3540974,519,0,0,427,0,0,83,9,0,0,9,1453075200,0.25,0.125,0.92803034,1,3,0
3631549,68,0,0,8,51,0,1,8,0,0,4,1455580800,0.25,0.125,0.933123341,1,0,3
3672837,23,0,0,19,1,0,2,1,0,0,4,1456790400,0.25,0.25,0.974970146,2,3,0
3721989,33,0,0,6,0,23,2,0,2,0,39,1458172800,0.125,0.125,0.928056893,1,3,0
3779709,276,0,0,231,0,1,33,11,0,0,4,1459814400,0.375,0.25,0.959761724,2,3,0
3839010,144,2,0,118,2,0,20,4,0,0,15,1460937600,0.125,0.125,0.88984167,1,3,0
3931242,94,0,0,75,10,0,3,4,0,0,4,1462579200,0.125,0.125,0.846466,1,0,3
4225650,101,1,1,43,15,13,5,20,1,0,9,1467936000,0.125,0.125,0.93422382,1,3,0
4543992,21,0,0,5,7,4,2,2,0,0,20,1473292800,0.142857143,0.142857143,0.914444629,1,3,0
4621180,12,0,0,8,1,0,2,1,0,0,3,1474588800,0.142857143,0.142857143,0.858011112,1,0,3
4701120,50,0,0,38,0,0,10,2,0,0,3,1476057600,0.142857143,0.142857143,0.979068008,2,3,0
4723950,33,0,0,1,28,1,0,3,0,0,13,1476403200,0.142857143,0.142857143,0.957331457,2,3,0
4957750,4,0,0,2,0,0,0,2,0,0,27,1481500800,0.428571429,0.285714286,0.933673549,1,3,0
5328554,3,0,0,2,0,0,0,1,0,0,18,1487203200,0.285714286,0.142857143,0.942371534,1,3,0
6057144,14,0,0,11,0,0,2,1,0,0,16,1495497600,0.285714286,0.285714286,0.879539857,1,2,1
13865611,10,0,0,2,7,0,0,1,0,0,0,1627948800,1,0.5,0.873193078,1,2,0
13973983,61,0,0,58,0,0,3,0,0,0,0,1629590400,0.5,0.5,0.917832078,1,0,2
13985529,9,0,0,4,4,0,1,0,0,0,0,1629763200,0.5,0.5,0.88708375,1,2,0
14341164,104,0,0,95,0,0,6,3,0,0,0,1635033600,0.5,0.5,0.890877992,1,0,2
14447793,443,0,0,386,0,0,53,4,0,0,0,1636675200,0.5,0.5,0.925039616,1,2,0
14611368,83,0,0,60,0,14,6,1,2,0,0,1639180800,0.5,0.5,0.920301953,1,0,2
14885401,36,0,1,16,2,5,4,7,1,0,0,1642464000,0.5,0.5,0.958020097,2,2,0
15104148,2,0,0,0,0,0,0,2,0,0,0,1644969600,0.5,0.5,0.944347751,1,2,0
15192402,12,0,0,7,1,0,1,3,0,0,0,1646006400,0.5,0.5,0.896329385,1,2,0
15615054,10,0,0,8,0,0,2,0,0,0,0,1650240000,0.5,0.5,0.772233142,1,2,0
15818931,8,0,0,5,0,0,1,2,0,0,0,1651536000,0.5,0.5,0.898339308,1,2,0
16550966,15,0,0,7,4,1,2,1,0,0,0,1657843200,0.5,0.5,0.842204624,1,2,0
17056280,11,0,0,9,0,0,2,0,0,0,0,1662508800,1,1,0.822024168,1,2,0
17154796,57,0,0,36,0,1,8,12,0,0,0,1663372800,2,1,0.955878224,2,0,2
18241378,6,0,0,4,0,0,1,1,0,0,0,1673395200,1,1,0.916016837,1,2,0
18863879,27,0,0,16,0,8,2,0,1,0,0,1680652800,1,1,0.56860649,0,2,0
6464150,49,0,0,41,0,0,7,1,0,0,0,1502409600,0.166666667,0.166666667,0.880367483,1,2,0
6788677,22,0,0,18,0,0,3,1,0,0,0,1507766400,0.333333333,0.166666667,0.794098268,1,2,0
7003991,54,0,0,37,3,0,9,5,0,0,0,1510876800,0.333333333,0.166666667,0.859200605,1,0,2
7120722,15,0,0,12,0,0,2,1,0,0,0,1512086400,0.166666667,0.166666667,0.858038769,1,2,0
7551825,9,1,0,6,1,0,1,1,0,0,0,1517356800,0.166666667,0.166666667,0.919932463,1,2,0
7578550,40,0,0,28,5,3,1,3,0,0,0,1517875200,0.166666667,0.166666667,0.939273689,1,2,0
7606608,14,0,0,12,1,0,1,0,0,0,0,1518393600,0.333333333,0.333333333,0.919589616,1,1,1
7668328,218,0,0,173,10,6,22,6,1,0,0,1519516800,0.166666667,0.166666667,0.956959251,2,0,2
8136388,2,0,0,0,0,0,0,2,0,0,0,1524009600,0.166666667,0.166666667,0.943507435,1,2,0
8136555,25,0,0,21,0,0,3,1,0,0,0,1524009600,0.333333333,0.333333333,0.893118808,1,2,0
8138824,24,0,0,18,0,0,4,2,0,0,0,1524096000,0.166666667,0.166666667,0.841681082,1,2,0
8280278,579,1,0,506,0,0,70,3,0,0,0,1526428800,0.166666667,0.166666667,0.905985028,1,2,0
8539829,2,0,0,0,0,0,0,2,0,0,0,1531353600,0.166666667,0.166666667,0.816976323,1,2,0
8592130,454,0,0,379,0,0,73,2,0,0,0,1532390400,0.166666667,0.166666667,0.819263454,1,2,0
8592164,292,0,0,235,0,0,56,1,0,0,0,1532390400,0.333333333,0.166666667,0.83058264,1,2,0
8678459,218,0,0,168,2,0,42,6,0,0,0,1534032000,0.2,0.2,0.80999946,1,0,2
8687660,57,1,0,45,2,0,9,1,0,0,0,1534204800,0.2,0.2,0.57838978,0,2,0
8816082,12,0,0,6,0,1,1,4,0,0,0,1536796800,0.2,0.2,0.835747203,1,2,0
9000933,26,0,0,21,0,0,5,0,0,0,0,1540425600,0.2,0.2,0.893448968,1,2,0
9287182,269,1,0,116,115,0,28,10,0,0,0,1545782400,0.4,0.4,0.902641243,1,2,0
9394230,16,0,0,14,0,0,2,0,0,0,0,1548633600,0.4,0.2,0.857865841,1,2,0
9442579,85,0,0,54,10,2,12,7,0,0,0,1550102400,0.2,0.2,0.860108023,1,2,0
9520888,12,0,0,8,1,0,2,1,0,0,0,1552262400,0.2,0.2,0.908459819,1,2,0
9822864,22,0,0,19,1,0,1,1,0,0,0,1556496000,0.2,0.2,0.915545699,1,2,0
9980804,2,0,0,0,0,0,0,2,0,0,0,1558051200,0.4,0.2,0.937906933,1,2,0
10069014,156,0,0,137,1,0,14,3,0,0,0,1560211200,0.4,0.2,0.822370555,1,2,0
10135923,177,0,0,91,29,16,27,10,4,0,0,1562457600,0.2,0.2,0.887093586,1,0,2
10160446,232,0,0,173,0,20,21,17,1,0,0,1563321600,0.2,0.2,0.901088747,1,0,2
10172648,13,0,0,10,0,0,1,2,0,0,0,1563840000,0.2,0.2,0.949865727,1,2,0
10210123,4,0,0,0,0,0,0,4,0,0,0,1565222400,0.25,0.25,0.798765828,1,2,0
10261490,70,0,0,31,27,3,1,7,0,0,0,1567036800,0.5,0.5,0.934445797,1,2,0
10293268,109,0,0,68,26,0,15,0,0,0,0,1568246400,0.25,0.25,0.716457544,0,2,0
10396468,9,0,0,8,0,0,1,0,0,0,0,1571529600,0.5,0.5,0.878120516,1,1,1
10453524,58,0,0,39,9,1,7,2,0,0,0,1573344000,0.5,0.25,0.917521756,1,2,0
10463283,25,0,0,21,0,0,4,0,0,0,0,1573603200,0.25,0.25,0.953654151,2,2,0
10544591,180,0,0,61,46,67,2,2,2,0,0,1575936000,0.5,0.25,0.865112504,1,2,0
10548932,34,0,0,28,0,0,6,0,0,0,0,1576108800,0.25,0.25,0.843902185,1,2,0
10615566,179,0,0,148,0,0,29,2,0,0,0,1578009600,0.25,0.25,0.866499318,1,2,0
10710121,192,0,0,152,1,1,30,8,0,0,0,1580169600,0.25,0.25,0.952463729,2,2,0
20106790,7,0,0,5,0,0,1,1,0,0,0,1692748800,1,1,0.554254623,0,2,0
20126151,43,0,0,28,3,1,5,6,0,0,0,1693267200,1,1,0.823768933,1,2,0
20126172,52,0,0,31,3,5,8,2,2,0,0,1693267200,1,1,0.61726051,0,2,0
20615259,26,0,0,21,0,0,5,0,0,0,0,1700697600,1,1,0.906746998,1,2,0
20668403,2,0,0,1,0,0,0,1,0,0,0,1702252800,2,1,0.930549184,1,2,0
20762862,47,0,0,13,18,3,2,11,0,0,0,1703548800,2,1,0.767398499,1,2,0
10836849,32,0,0,23,3,0,4,2,0,0,0,1582848000,0.25,0.25,0.968458424,2,2,0
10839166,1068,0,0,848,0,51,161,5,3,0,0,1582934400,0.25,0.25,0.84219705,1,0,2
10840469,11,0,0,8,1,0,2,0,0,0,0,1582934400,0.25,0.25,0.946975915,1,0,2
10929481,7,0,0,2,0,0,0,5,0,0,0,1584921600,0.25,0.25,0.895943534,1,2,0
10930373,3,0,0,0,0,0,0,3,0,0,0,1584921600,0.25,0.25,0.945840996,1,2,0
11228401,30,0,0,23,1,0,5,1,0,0,0,1590192000,0.25,0.25,0.756898514,1,0,2
11488666,520,0,0,420,3,17,78,1,1,0,0,1594684800,0.25,0.25,0.945154834,1,2,0
11667827,264,0,0,232,0,4,23,4,1,0,0,1597708800,0.333333333,0.333333333,0.835946167,1,2,0
11690677,12,0,0,0,6,3,0,2,1,0,0,1598054400,0.333333333,0.333333333,0.949383535,1,0,2
11931481,145,0,0,86,25,4,23,7,0,0,0,1601856000,0.666666667,0.666666667,0.899375302,1,0,2
11955930,2,0,0,1,0,0,0,1,0,0,0,1602201600,0.333333333,0.333333333,0.930325705,1,2,0
12575815,24,0,0,8,4,1,5,5,1,0,0,1611964800,0.333333333,0.333333333,0.896275079,1,0,2
12591315,210,0,0,107,6,55,23,10,9,0,0,1612224000,0.333333333,0.333333333,0.924491176,1,2,0
12687937,88,0,1,7,0,61,2,5,0,0,0,1613606400,0.333333333,0.333333333,0.827267118,1,2,0
12808497,14,0,0,12,0,0,1,1,0,0,0,1615161600,0.333333333,0.333333333,0.933958502,1,2,0
13034475,458,0,0,373,16,0,54,15,0,0,0,1617926400,0.666666667,0.333333333,0.899147559,1,2,0
646838,103,0,0,64,26,2,6,4,1,0,0,1333670400,0.166666667,0.083333333,0.849188441,1,2,0
753088,70,0,0,46,1,7,10,5,1,0,0,1343001600,0.166666667,0.166666667,0.910557437,1,2,0
755582,108,1,0,92,1,2,9,4,0,0,0,1343088000,0.083333333,0.083333333,0.85040806,1,2,0
1334329,138,0,0,122,0,0,12,4,0,0,0,1365206400,0.090909091,0.090909091,0.847537586,1,0,2
1872974,19,0,0,11,0,4,2,1,1,0,0,1389139200,0.1,0.1,0.912357664,1,2,0
1897202,16,0,0,14,0,0,1,1,0,0,0,1390348800,0.1,0.1,0.958133607,2,2,0
1966902,10,0,0,8,0,0,2,0,0,0,0,1393891200,0.1,0.1,0.932318664,1,2,0
2083307,120,0,0,103,0,0,14,3,0,0,0,1400544000,0.1,0.1,0.940118335,1,2,0
2128793,9,0,0,7,0,1,1,0,0,0,0,1402963200,0.1,0.1,0.942795406,1,2,0
2191244,94,0,0,85,0,0,9,0,0,0,0,1405468800,0.1,0.1,0.885759621,1,2,0
2229447,33,0,0,12,7,0,1,13,0,0,0,1406851200,0.2,0.1,0.87003405,1,2,0
2258321,6,0,0,4,0,0,1,1,0,0,0,1407888000,0.111111111,0.111111111,0.962205522,2,2,0
2387659,49,0,0,14,27,0,2,5,1,0,0,1412812800,0.111111111,0.111111111,0.906285104,1,0,2
2389625,2,0,0,0,0,0,0,2,0,0,0,1412899200,0.111111111,0.111111111,0.926188532,1,2,0
2528382,46,0,0,30,6,0,7,3,0,0,0,1418947200,0.222222222,0.222222222,0.941260004,1,2,0
3365178,11,0,0,9,0,0,1,1,0,0,0,1446768000,0.25,0.125,0.899182389,1,2,0
3450624,59,1,0,24,1,1,3,28,0,0,0,1449878400,0.125,0.125,0.85849307,1,0,2
3475228,8,0,0,2,3,1,0,1,0,0,0,1450828800,0.125,0.125,0.947749956,1,2,0
3756906,27,0,0,20,2,0,2,3,0,0,0,1459209600,0.125,0.125,0.877403557,1,2,0
3779486,58,0,0,47,0,0,9,2,0,0,0,1459814400,0.125,0.125,0.896166477,1,2,0
3940381,4,0,0,0,3,0,0,1,0,0,0,1462838400,0.125,0.125,0.974725713,2,2,0
3946852,17,0,0,11,0,0,2,4,0,0,0,1462924800,0.125,0.125,0.921766857,1,2,0
3980335,14,0,0,8,4,0,1,1,0,0,0,1463616000,0.25,0.125,0.859680168,1,1,1
4448511,32,0,0,26,0,0,2,4,0,0,0,1471651200,0.142857143,0.142857143,0.924260504,1,0,2
4510926,8,0,0,7,0,0,1,0,0,0,0,1472688000,0.142857143,0.142857143,0.913509766,1,2,0
4768459,2,0,0,1,0,0,0,1,0,0,0,1477180800,0.285714286,0.285714286,0.910934696,1,1,1
4859357,6,0,0,0,1,0,0,5,0,0,0,1479427200,0.142857143,0.142857143,0.94335604,1,0,2
5014980,148,0,0,64,37,3,20,24,0,0,0,1482537600,0.285714286,0.285714286,0.928724014,1,1,1
5021554,52,0,0,38,0,0,8,6,0,0,0,1482624000,0.142857143,0.142857143,0.864048327,1,0,2
5363463,104,0,0,95,0,0,9,0,0,0,0,1487721600,0.142857143,0.142857143,0.944901051,1,2,0
