uid,mapping_days,Map_changes,Reverted_changes,restored_changesets,restored_map_edits,revert_contributors,Discussed_changesets,dis_responses,com_changesets,num_comments,nodes_Created,nodes_Modified,nodes_Deleted,Ways_Created,Ways_Modified,Ways_Deleted,Relations_Created,Relations_Modified,Relations_Deleted,Overall,comments,Unique_comments,Median_length,Registered_timeStamp,Sun,Mon,Tue,Wed,Thu,Fri,Sat,years_passed,average_year,efficient_year,iD,JOSM,JOSM (Reverter),Potlatch,Merkaartor,Vespucci,Go Map!!,StreetComplete,OsmAnd,Maps.Me,Level0,Every Door,RapiD,Pic4Review,Rosemary,Mapzen,unKnowEditors,acc
6149968,707,873660,10,13,34,11,2,0,0,0,727250,42774,20370,53780,26251,2611,93,526,5,9694,9694,24,1.0,1497052800,1508,1506,1292,1281,1243,1174,1690,7,101.0,1.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8487856176987111
51722,1732,1147020,108,19,23,17,10,0,0,0,799327,181390,14922,108559,39558,1378,270,286,8,9542,3512,1117,0.0,1215820800,1192,1694,1596,1462,1517,1284,797,16,108.25,0.6875,35.39302228,1.14543926,0.0,52.07019756,0.0,0.0,0.0,0.0,0.042034468,0.0,0.0,0.0,0.0,0.0,0.483396385,0.010508617,10.85540143,0.8701420779900488
1061145,2253,1047791,133,208,337,96,18,11,11,15,513153,234764,126434,90112,80015,2872,54,337,50,9389,9388,2902,38.0,1353110400,1392,1222,1329,1401,1407,1342,1296,11,204.8181818,1.0,57.27979551,1.097028438,0.0,37.17115774,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.452018319,0.0,0.0,0.0,0.0,0.9745046569998288
1696339,1460,305166,32,73,96,46,0,0,2,2,212550,32629,5557,34966,18013,556,95,774,24,9343,9250,5229,18.0,1375228800,1640,1115,1180,1176,1216,1366,1650,11,132.7272727,0.818181818,0.470940811,31.91694317,0.053516001,0.053516001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,67.50508402,0.8724791994945535
10875409,1027,2116032,1916,580,10295,380,153,104,392,635,262540,157287,1051304,40739,529565,45528,867,5366,21596,9322,9315,6064,33.0,1583712000,1129,1344,1577,1687,1301,1355,929,4,256.75,1.0,0.98691268,78.95301437,0.386183222,0.0,0.0,1.019094615,0.0,6.608024029,0.0,0.0,0.0,0.107273117,0.032181935,0.0,0.0,0.0,11.90731603,0.9168833412735028
44221,2026,727615,1462,223,259,191,5,0,0,0,336662,176646,104179,36588,58825,10718,977,1792,71,9225,8770,1162,47.0,1212710400,1556,1071,1206,1171,1491,1315,1415,16,126.625,0.9375,0.011331445,99.63739377,0.158640227,0.135977337,0.0,0.0,0.0,0.0,0.033994334,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.02266289,0.8449638322210342
2318,1031,1721870,29,23,35,17,3,2,2,2,1451593,110065,22131,115053,20544,1989,346,46,1,9163,8856,41,29.0,1147392000,1628,1307,1238,1333,1318,1258,1081,18,57.27777778,1.0,0.0,99.97745717,0.0,0.022542831,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.946399485013486
22925,1705,10878993,568,166,1671,61,12,6,6,7,6671871,1294902,2268232,325336,243256,80539,7275,4441,1793,9117,8516,1721,23.0,1199059200,876,1563,1577,1448,1461,1243,949,16,106.5625,1.0,0.011604967,97.94592085,0.046419868,1.380991064,0.104444702,0.0,0.0,0.046419868,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.011604967,0.45259371,0.8110185384199888
145231,994,79915279,810014,57310,4569350,1156,3552,48,27780,28061,2789,3540989,68009877,780,1537210,6664931,33,88434,57184,9000,8979,1327,60.0,1247443200,2621,1364,1166,550,1333,982,984,15,66.26666667,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.9486980978025114
2675,1251,505081,1072,567,1444,321,5,0,8,10,105361,126297,65364,23270,125758,10702,15914,27744,2968,8960,8488,450,22.0,1149811200,3065,1293,749,882,850,895,1226,18,69.5,0.611111111,0.058754407,99.8119859,0.105757932,0.023501763,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5881963366049403
550560,1258,4958179,737,284,569,194,91,44,123,153,3676142,424352,230285,440001,157824,25006,1972,2497,96,8913,8868,5971,29.0,1320624000,1690,1385,1163,1065,988,1010,1612,12,104.8333333,1.0,94.93997532,0.056097835,0.0,0.011219567,0.0,0.011219567,0.718052283,0.0,0.011219567,0.0,0.0,0.0,0.392684842,0.011219567,0.0,0.0,3.848311455,0.9221100339808465
27454,1536,1011936,171,105,130,74,13,4,4,5,596519,236462,59808,48934,65900,2213,43,1296,18,8859,5438,1296,6.0,1202947200,1306,1445,1511,1218,1062,1211,1106,16,96.0,1.0,64.23085611,0.0,0.0,35.2496047,0.124237633,0.0,0.0,0.338829907,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.056471651,0.9111052934214108
1224430,2839,511633,1378,119,266,74,85,40,98,110,360225,53826,15634,44249,33897,1642,240,1895,25,8854,4821,2926,2.0,1360281600,1021,1278,1399,1378,1525,1164,1089,11,258.0909091,1.0,91.73255026,0.722837136,0.0,4.60808674,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.203297944,0.0,0.0,0.0,2.73322792,0.9218209223818348
10820890,767,261377,141,246,2055,204,29,2,5,5,161645,29775,7455,23508,37488,349,63,1079,15,8794,8787,1596,24.0,1582502400,1332,1263,1282,1052,957,1251,1657,4,191.75,1.0,68.36479418,18.38753696,0.0,0.0,0.0,0.01137139,0.0,0.636797817,0.0,0.0,0.295656129,0.0,9.779395042,0.0,0.0,0.0,2.524448488,0.9583211282339776
10888593,672,687426,48,23,26,20,3,2,2,5,422072,196311,42597,11900,13455,478,86,518,9,8761,8761,1290,41.0,1583971200,0,1697,1745,1795,1844,1555,125,4,168.0,1.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9287478260690938
10074456,537,560116,89,13,13,12,3,2,2,2,364642,159438,13902,4400,16508,341,113,765,7,8603,8602,457,41.0,1560384000,0,1660,1700,1716,1859,1508,160,5,107.4,0.6,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7894584434657054
4814295,834,3469717,1230,74,97,58,42,25,27,52,2437054,397825,43146,535740,48091,6772,221,809,27,8511,8508,1787,20.0,1478217600,2331,891,967,1024,948,1010,1340,7,119.1428571,1.0,12.09449929,83.89750823,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.007992478,0.8750185515285702
408282,1388,458951,93,96,242,62,17,4,423,467,237844,139830,14316,45255,19024,2566,61,31,9,8487,8481,2905,45.0,1297468800,407,920,1654,1252,1143,2618,493,13,106.7692308,1.0,59.30465527,29.55804361,0.0,0.282852092,0.0,0.0,4.914555097,0.0,0.0,0.0,0.0,0.0,0.436063642,0.0,0.0,0.0,5.503830289,0.9699331468181276
10084645,849,499194,46,74,1888,51,2,0,1,1,346722,62886,10737,49156,27764,1155,116,653,5,8416,8416,717,16.0,1560816000,983,1093,1284,1091,1372,1372,1221,5,169.8,1.0,93.72623574,0.0,0.0,0.0,0.0,0.0,0.0,6.143060837,0.0,0.0,0.0,0.0,0.130703422,0.0,0.0,0.0,0.0,0.8781748346830465
1772211,847,1851211,3804,607,46427,253,32,16,138,202,1391978,181831,192485,26628,37775,8385,1169,12928,381,8259,8254,1631,23.0,1381449600,1420,1151,1143,1111,1120,1163,1151,10,84.7,1.0,0.326916092,97.71158736,1.925172539,0.0,0.0,0.012108003,0.0,0.0,0.0,0.0,0.0,0.0,0.024216007,0.0,0.0,0.0,0.0,0.942684424660798
8070841,1051,127619,25,15,42,14,11,7,11,13,66501,18801,1620,11456,28362,236,202,434,7,8109,8075,580,18.0,1522886400,1396,1046,1044,1103,1143,960,1417,6,175.1666667,1.0,0.295967444,2.565051178,0.0,0.0,0.0,24.99691701,22.16056234,49.91984215,0.0,0.0,0.0,0.0,0.0,0.024663954,0.0,0.0,0.03699593,0.8637416530811042
6921384,1469,1201754,1332,482,14420,175,44,14,262,372,586291,107310,185243,98149,98907,34237,29977,59998,1642,8069,7794,3831,17.0,1509840000,1088,1217,1245,1025,1134,1453,907,6,244.8333333,1.0,13.68708158,81.86213737,1.190181007,0.012397719,0.0,2.429952889,0.0,0.396727002,0.0,0.0,0.037193156,0.0,0.0,0.0,0.0,0.0,0.384329283,0.9071581599652894
107257,1781,4422425,200086,463,14450,248,121,11,11,16,2856807,560775,483429,269772,191994,45660,3645,8486,565,8011,6947,1302,8.0,1237075200,955,1425,1033,1216,1137,1113,1132,15,118.7333333,1.0,0.201714574,92.47352496,0.063035804,3.908219869,0.0,0.0,0.0,0.958144226,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.395360565,0.9560801478965368
7863825,744,1109636,137,71,116,58,6,5,5,5,719096,298345,38752,22867,28271,1463,159,644,38,7981,7981,1837,31.0,1521417600,0,1595,1599,1522,1633,1492,140,6,124.0,0.666666667,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8146565605857969
3528573,698,458238,21,23,26,21,15,5,8,8,370433,58832,5267,11959,10709,590,125,297,15,7910,7879,2552,17.0,1452643200,2045,1007,793,861,834,816,1554,8,87.25,1.0,24.43742099,62.37673831,0.0,12.73072061,0.0,0.379266751,0.0,0.07585335,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9539586887159496
10409550,695,997700,46,38,82,33,0,0,0,0,638694,286657,26848,19865,24418,294,325,590,8,7861,7861,1771,42.0,1571875200,1,1530,1533,1592,1513,1658,34,4,173.75,1.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9570063187536656
3775202,140,314136,300,90,184,61,0,0,0,0,147889,97721,10945,25880,30595,715,6,107,0,7764,7764,145,33.0,1459641600,8,1209,1603,1576,1546,1822,0,8,17.5,0.25,5.951307484,94.04869252,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9193513583257736
9097970,1127,3354482,159,197,1586,149,99,42,867,1023,2175553,275511,267114,321326,300086,13156,417,1148,159,7699,7679,3518,23.0,1542240000,1263,1162,1232,1152,982,985,923,5,225.4,1.0,70.73645928,13.67710092,0.428627094,0.0129887,0.0,0.0,0.0,6.832056111,0.0,0.0,0.467593194,0.0,5.559163528,0.0,0.0,0.0,2.28601117,0.9655489005835882
9902286,740,214440,86,138,174,129,14,11,11,17,98064,53889,15895,18422,22447,2289,866,2281,488,7689,7688,1825,56.0,1557273600,19,1719,1190,1773,1498,1452,38,5,148.0,1.0,99.79188345,0.208116545,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9405275512275292
1149057,315,2279382,651,45,94,37,0,0,0,0,155768,63774,1886578,10886,139704,18748,467,3285,167,7432,7432,264,13.0,1355875200,104,1303,1977,1433,948,1216,451,11,28.63636364,0.727272727,0.441092772,98.96129767,0.099601594,0.028457598,0.0,0.0,0.0,0.241889585,0.0,0.0,0.014228799,0.0,0.0,0.0,0.0,0.0,0.213431986,0.7007071783713614
273212,1512,154305,3,13,20,11,0,0,0,0,87862,40305,1983,18391,5419,318,1,23,2,7413,7408,618,22.0,1271894400,951,1207,1152,1021,1057,1093,932,14,108.0,0.714285714,7.635235397,50.0876838,0.0,0.053959261,0.053959261,0.148387967,0.107918522,39.61958721,1.348981519,0.0,0.0,0.040469446,0.499123162,0.013489815,0.0,0.0,0.39120464,0.8629465948284645
45263,2285,410481,215,96,379,74,8,3,3,4,180263,168496,13926,19030,26765,1381,32,757,0,7349,5377,2755,10.0,1213142400,828,1391,1207,1229,1111,1008,575,16,142.8125,1.0,24.01158581,8.86314265,0.0,66.79217958,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.333091962,0.8947622332146337
187467,1710,2199685,841,1075,41158,373,32,20,481,592,1104650,598647,156251,69302,185305,8871,4583,7201,56673,7280,7279,1909,23.0,1255737600,1544,927,831,874,732,994,1378,14,122.1428571,1.0,15.26098901,62.18406593,3.131868132,0.027472527,0.0,0.0,18.70879121,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.686813187,0.9382055084757756
29626,1843,756258,101,621,3974,265,40,12,885,1022,272052,178615,201971,27380,44393,30332,446,812,257,7117,7116,3806,29.0,1204502400,896,1141,1131,1053,917,1084,895,16,115.1875,0.5625,62.2031755,23.53519741,2.093578755,0.0,0.0,0.0,0.0,10.83321624,0.0,0.0,0.0,0.0,0.40747506,0.0,0.0,0.0,0.927357032,0.9763593045800888
261189,2128,434639,465,172,772,86,21,14,41,51,158194,242056,202,9816,19871,13,318,4692,2,7030,6661,1736,8.0,1270684800,1241,982,857,796,833,1236,1085,14,152.0,1.0,6.785206259,15.57610242,0.0,2.0056899,0.0,0.0,52.93029872,0.0,0.014224751,0.0,17.58179232,0.0,0.028449502,0.0,0.0,0.0,5.078236131,0.9353201619011506
9090034,580,648377,211,8,17,8,2,2,2,2,464816,139229,25833,4115,13191,237,68,872,16,7003,7003,465,44.0,1542067200,0,1196,1412,1594,1372,1117,312,5,116.0,0.8,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8376029729316514
527721,788,1651880,4275,761,8348,599,32,8,17,20,499248,181186,764400,68197,118949,16010,1037,2431,319,6904,6713,653,28.0,1316995200,1044,850,1249,982,1089,904,786,12,65.66666667,1.0,1.043175891,66.43002028,0.101419878,2.303680093,0.0,0.0,0.0,29.0350623,0.0,0.0,0.0,0.246305419,0.0,0.0,0.0,0.0,0.840336134,0.861271033266349
9362695,618,659454,63,73,2254,59,8,3,9,10,521200,29244,40213,38834,25292,3730,36,650,247,6888,6888,770,42.0,1547596800,2,1059,1754,1228,1779,998,68,5,123.6,0.8,22.90940767,33.98664344,0.116144019,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,39.45993031,0.0,0.0,0.0,3.527874564,0.8965741853826581
118262,1556,397736,2338,70,2425,56,8,5,46,49,115006,56290,67756,25119,116643,10255,99,2575,26,6797,6675,2365,26.0,1240272000,1609,835,653,491,572,889,1748,15,103.7333333,1.0,20.09125699,19.07565499,0.044156609,14.0859582,0.0,5.313511922,0.0,40.9478952,0.0,0.0,0.0,0.029437739,0.0,0.0,0.0,0.0,0.412128349,0.9736378275873044
10892562,431,657742,80,11,18,11,0,0,0,0,450838,171364,17257,3904,13081,266,184,833,15,6731,6731,1213,47.0,1584057600,0,1322,1359,1387,1404,1239,20,4,107.75,0.75,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9364915780107052
556743,395,217687,102,41,158,29,4,1,1,1,4790,4616,220,356,207665,10,0,153,0,6724,6724,400,37.0,1321747200,1775,952,788,499,727,601,1382,12,32.91666667,0.333333333,99.9851279,0.0,0.0,0.0148721,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6373227460322216
1682982,1347,5273215,203,20,99,11,33,8,8,14,4588687,121989,351422,133390,59386,12230,1530,19540,61,6702,1129,151,0.0,1374796800,1285,793,740,711,777,1101,1295,11,122.4545455,1.0,0.089592355,19.33701657,0.0,80.25981783,0.0,0.223980887,0.0,0.0,0.029864118,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.059728237,0.968855633957439
288524,1143,2879746,111,58,250,22,1,0,0,0,2431974,80244,9517,309746,46518,594,431,720,2,6648,764,315,0.0,1274054400,744,701,811,810,1536,1534,512,14,81.64285714,0.571428571,0.120373157,96.67469154,0.105326512,0.150466446,2.06139031,0.0,0.0,0.0,0.887752031,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9400408254595292
25561,1036,49578,208,16,46,14,9,4,4,6,21787,4907,788,2729,18447,45,240,606,6,6593,6227,654,10.0,1201478400,253,1258,1333,1459,1088,1001,201,16,64.75,0.9375,70.83270135,4.444107387,0.0,1.97178826,0.0,0.0,0.0,22.751403,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9344768036920452
1204984,1261,552730,107,116,255,57,4,2,3,3,274706,157014,45013,33629,34572,3814,904,2978,99,6593,6172,799,12.0,1358553600,1129,975,1029,823,919,860,858,11,114.6363636,1.0,58.54694373,37.58531776,0.0,3.867738511,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9069723278181192
711265,967,912234,87,31,45,21,6,0,0,0,717420,64810,12247,72855,42887,1365,127,502,11,6508,5412,55,1.0,1340496000,1174,930,762,910,953,752,1027,12,80.58333333,1.0,84.08113092,0.0,0.0,15.91886908,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9346541530871256
16586381,167,94611,6,47,133,38,24,9,62,73,16598,27990,9221,4325,31532,1846,12,2786,34,6497,6495,2239,34.0,1658188800,1355,839,1010,1254,723,603,713,2,83.5,1.0,2.955210097,83.73095275,0.0,0.0,0.0,0.015391719,0.0,11.45143913,0.0,0.0,0.0,1.092812067,0.184700631,0.0,0.0,0.0,0.569493612,0.8522512542224483
427807,1236,467996,181,137,184,117,16,12,13,15,195811,155063,45354,28386,40032,2142,67,1046,9,6472,6467,2454,12.0,1301097600,1235,860,991,791,726,768,1101,13,95.07692308,1.0,59.10355487,0.092735703,0.0,15.6877898,0.0,0.772797527,0.0,12.27202473,12.05564142,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.015455951,0.9524240704082294
3627342,643,186169,142,21,25,14,18,8,9,20,66074,38631,945,2434,76862,108,0,1335,4,6444,6444,226,17.0,1455408000,950,687,945,715,991,926,1230,8,80.375,1.0,99.87585351,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.124146493,0.0,0.0,0.0,0.0,0.906601081427393
11911273,565,213537,561,57,156,37,19,7,9,11,128922,37022,13947,10832,20329,924,255,1220,86,6432,6432,1131,22.0,1601510400,687,882,872,830,1131,1042,988,3,188.3333333,1.0,88.05970149,0.0,0.0,0.0,0.0,0.0,0.0,10.85199005,0.015547264,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.072761194,0.9364956603992872
10394095,704,728150,307,166,950,106,33,9,47,64,206969,90290,265648,28100,117872,2711,505,15892,163,6423,6423,3468,29.0,1571443200,1315,586,582,567,767,1106,1500,4,176.0,1.0,42.75260782,4.29705745,0.015569049,0.0,0.0,3.269500234,0.0,43.07955784,0.0,0.0,1.120971509,4.188074109,0.171259536,0.0,0.0,0.0,1.10540246,0.8518229169437401
12785610,916,7119912,2304,702,57496,290,106,64,207,293,4421114,859450,918611,454663,358507,96387,1324,3964,699,6267,6267,2106,19.0,1614816000,1227,673,691,921,925,795,1035,3,305.3333333,1.0,66.41660016,10.94972067,1.308858739,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.207502,0.0,0.0,0.0,1.117318436,0.9089694797737858
11187768,306,716554,311,4,8,4,1,1,1,1,482175,205546,7835,9823,9998,187,108,880,2,6257,6257,1153,39.0,1589500800,0,1189,1195,1413,1393,1041,26,4,76.5,0.5,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9453370709739805
5446055,1357,4240692,120,566,1072,391,15,5,6,7,3115880,197775,319888,376025,220364,7391,503,2607,248,6253,6253,546,47.0,1488844800,1346,781,834,736,754,876,926,7,193.8571429,1.0,0.0,99.77607166,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.223928343,0.919297230650236
336460,1201,584043,78,129,735,100,4,4,13,17,359268,104251,34860,41188,38176,3679,1014,1081,74,6231,6195,3454,20.0,1282348800,426,1369,1376,1214,1091,539,216,13,92.38461538,0.769230769,0.0,30.25196598,0.481463649,68.62461884,0.0,0.625902744,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.016048788,0.7667145644052936
4803512,97,86160,43,182,218,135,1,0,1,1,25379,44997,4993,3484,7170,120,0,17,0,6224,6224,36,36.0,1477872000,0,1392,1405,1112,1041,1274,0,7,13.85714286,0.285714286,71.69023136,28.30976864,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8397105176218663
1915697,1810,11157,57,5,5,4,35,19,19,27,1851,2830,1965,212,3890,158,9,222,18,6192,5106,797,19.0,1391385600,47,920,1156,1367,1397,1093,212,10,181.0,1.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7572740796563877
1723567,527,613963,20,21,45,21,10,7,7,14,521377,13453,3087,61160,14492,281,25,68,1,6184,6182,711,37.0,1377302400,1875,877,683,444,995,585,725,10,52.7,1.0,62.09964413,8.168877386,0.0,0.0,0.0,0.016175995,0.0,24.02135231,0.0,0.0,0.0,0.0,5.53219023,0.0,0.0,0.0,0.161759948,0.9572669686272608
2507347,1722,1463352,899,181,847,76,321,6,23,25,950465,92319,104483,128410,86153,14002,1257,1427,158,6172,5717,1408,2.0,1417910400,873,818,841,842,824,919,1055,9,191.3333333,1.0,98.65521711,0.453661698,0.0,0.081011017,0.0,0.0,0.0,0.04860661,0.0,0.0,0.0,0.0,0.712896954,0.0,0.0,0.0,0.04860661,0.8557973034132638
6087,1158,17531,49,23,25,23,7,5,18,30,6802,4242,743,622,4881,59,14,155,2,6157,6106,1311,27.0,1171497600,1721,788,736,577,654,724,957,17,68.11764706,1.0,96.5922061,0.065220936,0.0,2.934942116,0.0,0.065220936,0.0,0.0,0.016305234,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.32610468,0.622524776347329
1778799,1319,9550073,785896,29961,2501434,1483,1725,138,64180,64482,2233,1616508,6444607,171,1066793,343109,3,74373,2021,6121,6040,3066,88.0,1382054400,1083,695,671,780,750,656,1486,10,131.9,1.0,1.012906388,21.02597615,28.81882045,5.505636334,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,43.63666068,0.8724596685965058
1420318,1331,460677,1697,361,2064,230,37,30,72,110,206415,70652,73465,43741,54116,6110,1365,4155,646,6085,5872,2729,22.0,1367798400,1166,685,941,878,642,916,857,11,121.0,1.0,1.972386588,93.1130835,1.512163051,1.364234057,0.0,0.920447074,0.03287311,0.624589086,0.0,0.0,0.0,0.0,0.016436555,0.0,0.0,0.0,0.443786982,0.7183253337892044
8772934,917,89902,37,28,35,28,22,17,30,38,39211,22668,2943,5192,16794,256,163,2539,24,6068,6065,2589,29.0,1535932800,1145,833,762,900,727,772,929,5,183.4,1.0,43.04548451,3.691496374,0.0,0.0,0.0,0.148319051,0.0,37.50823995,1.203032301,0.0,0.0,12.39288069,0.214238629,0.0,0.0,0.0,1.796308504,0.8889190705374532
9625566,569,806921,32,9,13,9,0,0,0,0,567663,185205,32152,5389,15678,324,102,407,1,6031,6031,849,31.0,1555027200,0,1076,1092,1200,1253,1090,320,5,113.8,0.8,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9255634353672751
114388,1500,427695,36,14,49,14,2,2,10,10,312898,33526,3151,55150,22126,339,78,397,5,6016,5896,3068,24.0,1239062400,1124,873,811,680,758,855,915,15,100.0,1.0,20.57845745,34.75731383,0.033244681,4.172207447,0.199468085,0.166223404,8.759973404,18.93284574,0.0,0.0,0.216090426,0.0,0.0,0.0,0.0,0.182845745,12.00132979,0.900005202559848
8726248,514,1611017,35908,80,40343,38,35,11,101,105,1198498,156581,69586,52628,89327,3370,811,25176,349,5983,5978,1971,28.0,1534982400,632,806,1061,908,799,1026,751,5,102.8,1.0,33.89603878,11.81681431,0.0,0.066856092,0.0,0.066856092,0.0,25.35517299,0.0,0.0,0.0,2.958382083,2.273107137,0.334280461,0.0,0.0,23.23249206,0.8356602336194566
2476375,1159,115588,97,28,32,25,17,8,9,15,68249,19620,9043,6436,11493,570,5,161,11,5968,5950,30,4.0,1416441600,757,1073,980,1029,849,686,594,9,128.7777778,1.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7295231094485909
2188716,958,941390,430,54,208,39,37,22,43,54,671360,93742,75553,59875,37658,3333,238,945,175,5951,5131,1425,14.0,1405382400,1089,720,744,894,726,804,974,10,95.8,0.9,7.260111694,68.33643595,0.050770012,0.0,0.0,0.0,5.500084617,0.067693349,0.050770012,0.0,0.0,8.089355221,0.236926722,0.016923337,0.0,0.0,10.39092909,0.9046254217851148
9389050,702,1089705,58,27,30,25,4,4,5,7,725876,314563,22979,8498,15875,458,385,1031,39,5888,5885,2506,37.0,1548460800,0,1132,1145,1219,1192,1036,164,5,140.4,1.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9482582057621372
715936,2025,3270469,387,469,5571,228,17,13,252,418,1981555,815577,191288,99336,147073,20623,4620,9534,1182,5789,5660,5260,50.0,1341100800,845,837,838,854,752,828,835,12,168.75,1.0,10.08809812,88.14993954,0.587320781,1.019174296,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.155467266,0.8611812497554426
967832,821,850264,297,914,1375,551,13,4,6,6,425594,220802,13079,78348,102466,5284,2300,2270,98,5778,4988,1916,23.0,1349913600,522,1119,966,1074,937,941,219,11,74.63636364,1.0,0.346140533,74.07407407,0.069228107,25.47594323,0.0,0.034614053,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8457301213012771
13847282,408,285336,35,82,122,75,7,4,6,7,207098,28601,16357,16079,15104,1238,248,512,99,5718,5716,1519,47.0,1627603200,799,834,681,940,830,844,790,3,136.0,1.0,85.50192375,1.2416929,0.0,0.0,0.0,0.0,1.696397342,0.559636236,0.0,0.0,0.0,0.0,1.783840504,0.034977265,0.0,0.0,9.181532004,0.9735731660607344
10892567,451,654398,57,16,26,16,2,2,2,2,379636,222191,27402,8004,16317,219,141,294,194,5690,5690,1930,47.0,1584057600,0,1039,1179,1116,1181,916,259,4,112.75,0.75,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9712401067569404
10529631,530,407690,84,27,126,26,3,3,4,5,235002,127703,8055,17100,19428,115,108,164,15,5686,5686,3700,62.0,1575590400,0,1093,1187,1164,1141,979,122,4,132.5,0.75,0.0,99.96482589,0.035174112,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6398267887138085
