uid,mapping_days,Map_changes,Reverted_changes,restored_changesets,restored_map_edits,revert_contributors,Discussed_changesets,dis_responses,com_changesets,num_comments,nodes_Created,nodes_Modified,nodes_Deleted,Ways_Created,Ways_Modified,Ways_Deleted,Relations_Created,Relations_Modified,Relations_Deleted,Overall,comments,Unique_comments,Median_length,Registered_timeStamp,Sun,Mon,Tue,Wed,Thu,Fri,Sat,years_passed,average_year,efficient_year,iD,JOSM,JOSM (Reverter),Potlatch,Merkaartor,Vespucci,Go Map!!,StreetComplete,OsmAnd,Maps.Me,Level0,Every Door,RapiD,Pic4Review,Rosemary,Mapzen,unKnowEditors,acc
9451067,1750,929410,450,388,448,235,65,0,0,0,0,548341,0,0,340643,0,0,40300,0,360754,360754,5,83.0,1550361600,49074,58979,52397,55930,47296,44453,52625,5,350.0,1.0,0.000831592,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.000554394,0.0,0.0,0.0,0.0,0.0,99.99861401,0.7633974850812864
1679,5013,15639595,4653,1103,7158,574,57,4,68,71,10472676,1276170,1230654,1185455,1216766,193158,7237,21810,902,347134,337777,21941,6.0,1141776000,63813,48484,41684,43547,42937,44539,62130,18,278.5,1.0,3.983524038,78.14532539,0.05210248,2.331585971,0.001157833,1.616334706,10.60719651,0.0,0.0,0.0,0.059338935,0.0,0.030103655,0.0,0.0,0.094652838,3.078677639,0.9024488554759414
109705,3348,5774821,11751,8206,81868,5172,92,61,2463,3090,3523755,746524,751805,189210,395024,122781,6353,26218,5785,170678,169654,12010,20.0,1237680000,26872,22987,23565,23548,23884,22448,27374,15,223.2,1.0,8.868779341,88.85658858,1.053797598,1.2085265,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.012307981,0.9121521973902956
474183,3126,2185605,5202,14102,27371,9205,110,69,157,204,213890,436673,931924,30693,447721,120650,144,3413,147,141191,141162,339,23.0,1308528000,19292,18540,17992,18890,22526,20528,23423,13,240.4615385,1.0,0.00070826,99.23295394,0.762088235,0.0,0.0,0.00070826,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.003541302,0.9304530712993152
722137,15,20284959,1383,1084,2424,633,3,0,0,0,0,1237633,17123751,0,654033,1127520,0,40115,25004,136236,136236,1,38.0,1341792000,9402,8171,15819,19362,37141,32585,13756,12,1.25,0.083333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.9494667032485464
334075,4313,2178375,2079,3967,36217,2500,260,174,34664,67404,811059,657719,250545,119374,283622,36034,3086,14208,1034,130810,128228,30296,24.0,1281916800,20940,19317,18337,18996,18873,17582,16765,13,331.7692308,1.0,0.000764468,74.78480239,3.840684963,21.36763244,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00611574,0.9484888653426377
1069176,2744,1242156,2084,2391,21437,1727,44,6,8,8,291119,284167,238790,90508,238442,32974,18133,37672,10248,121607,121167,1309,33.0,1353369600,16606,17907,17495,18019,18085,19037,14458,11,249.4545455,1.0,0.013157137,97.36034932,2.057447351,0.56904619,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.952223788803222
2226712,1011,3513181,1084,880,1602,623,59,46,100,114,1887762,661239,390327,266461,249710,48788,1164,7327,182,112070,112067,1258,87.0,1406764800,1684,21247,24180,21284,21386,20196,2093,10,101.1,0.6,0.442738552,99.25734178,0.299919664,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9218956130312876
616774,3400,4170543,13676,2886,111421,1737,637,291,6008,7377,204942,454254,2845193,35783,376461,236337,3349,15960,5601,106166,106161,34648,18.0,1330819200,23903,10286,15046,10190,11749,13870,21122,12,283.3333333,1.0,0.143172014,9.34197389,0.369233088,0.0,0.0,0.0,0.0,0.0,0.0,0.0,90.12678259,0.0,0.0,0.0,0.0,0.0,0.018838423,0.8978921515280482
2512300,579,3291829,5103,897,14787,618,125,91,201,218,1284875,1294107,307111,157909,212472,29497,616,5007,25,103658,103617,1027,85.0,1418083200,482,17945,24141,19811,22772,18211,296,9,64.33333333,0.777777778,0.009651951,99.89479374,0.095554312,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8729000317267612
1240849,1167,6411199,1947,967,3154,608,49,35,109,121,4128054,890505,536437,496498,287457,67433,1497,2854,6,102882,102874,719,77.0,1361836800,227,17004,22142,17544,19007,25516,1442,11,106.0909091,1.0,0.024299683,99.94070877,0.01457981,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.020411734,0.8789707484198801
322785,4564,1888449,1615,4735,17043,3326,194,108,4168,5219,532430,554298,388552,83957,269299,50962,2445,6051,638,101619,101492,12272,29.0,1279756800,14619,15814,14644,14448,14130,14507,13457,14,326.0,1.0,0.009840776,97.04087858,2.859729575,0.077742132,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.011808931,0.9389317536009418
204049,2450,2653000,1826,990,13368,351,193,131,382,753,1051097,889640,282200,107201,272565,28006,3734,17987,457,97022,93430,478,16.0,1259625600,10080,23987,11546,13910,15477,12153,9869,14,175.0,1.0,0.002061388,63.97930366,0.241182412,0.001030694,0.0,0.0,0.0,0.009276247,0.0,0.0,0.007214858,0.0,0.0,0.0,0.0,0.002061388,35.75786935,0.949446561444068
5359,3504,2132795,81159,2588,147909,2174,334,118,18920,20803,337780,584357,537477,43801,493284,102009,382,28006,1499,81482,80992,21118,25.0,1167523200,13743,11438,10144,10578,10914,10365,14300,17,206.1176471,1.0,8.959420468,84.05304193,6.066670759,0.78948984,0.121554423,0.0,0.002455645,0.0,0.0,0.0,0.0,0.00491129,0.0,0.0,0.001227822,0.0,0.001227822,0.8591508578729545
1722488,2888,1428259,43522,1007,184525,569,389,166,4568,6233,113985,199181,652437,25245,327788,95757,406,8424,770,70248,70192,19037,26.0,1377216000,10614,9490,9959,10433,10124,9614,10014,10,288.8,1.0,13.03809361,19.86391072,0.566564173,0.009964697,0.0,12.20390616,0.0,12.71210568,0.001423528,0.0,0.710340508,0.083988156,0.001423528,0.0,0.0,0.0,40.80827924,0.9040688605211084
17497,5791,45071000,10106,1093,9046,388,112,104,190,269,36965068,2917878,2873400,1547071,613764,63207,22217,87628,588,69704,57501,45160,11.0,1193356800,10289,9989,9655,9927,9854,9854,10136,16,361.9375,1.0,0.004403347,84.06428886,0.030823426,15.88874211,0.0,0.010274475,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.001467782,0.9439859788314338
519916,1718,3280438,578,919,3612,777,113,44,44,69,1933447,643789,159640,398106,123950,17248,1872,1380,1006,69515,69502,10998,76.0,1315612800,8083,10044,12215,13275,7675,9613,8610,12,143.1666667,0.833333333,0.165930986,96.97618971,0.0,0.006443922,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.004832941,0.0,2.846602442,0.9151016871099756
172061,2259,3601470,976,111,234,90,46,12,334,372,2539698,151260,507064,283217,99466,19321,190,1125,35,61129,56688,6542,17.0,1252886400,11345,10799,5256,8416,7157,7572,10584,14,161.3571429,1.0,48.86616492,21.71138743,0.017997382,9.857657068,0.0,6.744109948,0.248691099,7.828861257,0.0,0.0,0.0,0.091623037,2.783049738,0.0,0.001636126,0.0,1.84882199,0.7990731065854608
596047,3411,16823491,42323,155,249,115,249,52,101,134,15108483,162504,798691,610300,118257,20987,2221,1788,177,57644,56324,3206,23.0,1327795200,10065,7692,6983,6886,7716,7862,10440,12,284.25,1.0,78.9844387,10.15214337,0.0,2.869385702,0.0,0.0,0.0,0.765053866,1.700119702,0.0,0.0,2.508543969,0.32267578,0.00867408,0.036431136,0.0,2.652533699,0.9300718700072332
18069,3911,1784007,1756,1844,9677,1078,138,71,200,232,788127,391514,195286,100240,254574,14050,8654,19426,956,55110,54113,18284,32.0,1194048000,8442,9225,7817,7853,7389,7190,7194,16,244.4375,1.0,1.434622468,74.02946593,0.068139963,1.331491713,0.0,0.775322284,0.005524862,19.23941068,0.738489871,0.0,0.165745856,0.007366483,0.001841621,0.007366483,0.001841621,0.014732965,2.178637201,0.6640190073257558
37392,2660,5965723,1074,333,6581,181,34,17,17,18,2557545,1738038,1106620,146645,327106,74436,3983,12822,227,54682,53547,8385,13.0,1210204800,8709,7204,7271,7537,7383,7391,9187,16,166.25,1.0,1.769342422,93.25518585,0.031234498,4.905653444,0.0,0.0,0.0,0.036746468,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.001837323,0.559378288297459
1236135,1937,4228749,4240,578,9549,192,56,26,181,409,2680590,471317,670858,99568,251240,25611,4032,25428,214,53306,5359,514,0.0,1361404800,8134,6838,7901,8097,8413,6631,7292,11,176.0909091,0.909090909,0.151952876,96.97782614,0.146324992,2.690128691,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.033767306,0.9046954904123364
1337142,3325,519249,174,87,126,61,64,28,78,97,216395,133200,31371,32847,100909,1733,526,2128,30,52663,52592,2898,22.0,1365292800,7014,7442,6687,7020,6946,7108,10446,11,302.2727273,1.0,0.039911814,65.16078759,0.0,0.057016877,0.0,10.631747,0.0,23.66010339,0.366808575,0.0,0.0,0.003801125,0.0,0.011403375,0.0,0.0,0.068420252,0.9102604803950168
3526564,404,878275,1396,415,977,306,58,37,87,109,498764,152774,45123,85860,81958,6720,1396,5521,65,52430,52422,898,110.0,1452643200,116,10299,11609,6870,11310,12037,189,8,50.5,0.25,1.939729163,97.84474537,0.215525463,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9008014062557724
290680,4914,851704,1238,325,473,156,98,1,2,2,2,649583,3,2,189028,0,0,240,0,49722,49722,21,25.0,1274400000,5663,7241,7023,8160,8299,7518,5818,14,351.0,1.0,0.004022364,0.0,0.0,0.020111822,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,53.21386911,0.0,46.7619967,0.8860320957564316
10222347,909,3196809,378,228,316,174,53,38,83,116,2584248,295925,49014,148194,108165,4552,1144,4268,1171,48698,48560,1166,54.0,1565654400,268,9483,9100,10501,9879,8572,895,4,227.25,1.0,0.02258866,99.58929708,0.365525597,0.0,0.0,0.014374602,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.008214058,0.0,0.0,0.0,0.8237383017749424
3733993,973,2363977,149,285,383,212,39,33,34,36,1983564,172575,23022,98086,78569,2113,1414,4449,103,44937,44937,11279,74.0,1458518400,48,9178,8619,9303,8774,8794,221,8,121.625,0.75,0.102365534,98.71375481,1.179428978,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.004450675,0.9675729041884972
3199858,311,469297,2310,2216,6645,431,81,0,7,7,9,185558,40647,1,236802,25,0,5880,0,43883,43883,9770,135.0,1440979200,7410,9141,6887,5490,3564,5005,6386,8,38.875,1.0,0.027345441,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,99.97265456,0.778562410945689
437598,3146,13225527,2145,1683,28847,1129,61,34,50,66,9838881,1911504,778892,266059,277396,119394,13523,12876,879,43811,43780,6313,24.0,1302739200,7673,7284,5268,4920,6211,6359,6096,13,242.0,1.0,0.050215699,98.47298624,0.16662482,1.273652736,0.0,0.011412659,0.0,0.020542786,0.002282532,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.002282532,0.9579007954953948
52797,2442,1230692,857,1154,22484,888,62,41,54,64,339782,562453,94815,53715,152516,7783,2999,15709,730,41917,41852,2716,22.0,1216339200,3640,5681,6146,6985,7679,7663,4123,16,152.625,1.0,0.011940869,98.8441239,0.40598954,0.021493564,0.0,0.0,0.0,0.716452129,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.628960224655468
360392,3054,6719454,501,862,9361,526,31,19,234,282,2818389,2450206,483687,237656,681660,31259,6053,9657,865,36897,36897,4532,19.0,1287446400,5683,5341,4888,5535,4872,4751,5827,13,234.9230769,1.0,0.211399301,99.65579857,0.11654064,0.016261485,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8796445709990697
86504,3817,904570,565,2261,18862,714,38,19,203,266,318867,349013,50721,45984,114101,8656,737,6494,1251,36265,22637,7560,9.0,1229817600,5250,4517,4575,5221,5090,5439,6173,15,254.4666667,1.0,0.058338195,36.89474123,1.019529405,61.76070228,0.0,0.050004167,0.0,0.033336111,0.005556019,0.0,0.122232408,0.002778009,0.0,0.0,0.0,0.013890046,0.03889213,0.9646817062270338
461130,1319,3772045,1354894,18214,1554930,294,101,47,19760,19987,270407,943884,1197911,34223,1068313,81001,111,174847,1300,34568,34568,8682,27.0,1306454400,4712,4548,8293,2413,2145,5363,7094,13,101.4615385,0.923076923,45.2354779,0.818676232,0.069428373,0.297963434,0.0,0.0,0.0,0.005785698,0.0,0.0,0.0,0.0,0.060749826,0.0,0.0,0.0,53.51191854,0.9779537734243258
338843,1796,1706512,177,133,233,105,26,1,1,1,915081,493848,123725,57510,101845,12520,25,1960,25,34361,34225,710,53.0,1282867200,4728,5121,5257,5505,4454,4876,4420,13,138.1538462,1.0,97.79110038,0.0,0.0,2.185617415,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.008730829,0.014551381,0.7187299903102191
665748,2191,4159613,6064,2385,5935,1627,81,71,103,148,929054,2348723,390218,56304,234157,35662,9193,114363,41899,34235,34235,4347,27.0,1335052800,6003,3786,3707,3981,3855,6220,6683,12,182.5833333,1.0,0.0,97.77420768,2.222871331,0.002920987,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8298799951050725
1408522,2746,14211224,2630,676,3572,435,104,41,189,215,9412783,833319,1899675,1291253,660743,148495,2556,4108,508,33794,33304,7297,19.0,1367366400,5235,5412,4828,4362,4805,4640,4512,11,249.6363636,1.0,43.00763449,24.88903356,0.082854945,0.026631946,0.0,0.002959105,0.0,0.529679825,0.026631946,0.0,0.0,0.923240812,6.945019826,0.0,0.0,0.0,23.56631355,0.8822573621901669
166129,17,276465,12,436,456,287,0,0,0,0,2000,197546,2000,4584,57872,0,385,0,0,33726,33726,32750,38.0,1251763200,157,16,6138,9971,164,10081,7199,14,1.214285714,0.214285714,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.9549977158558124
384084,2316,3967539,7799,4135,17566,2478,78,37,55,116,1246069,594527,1420736,101521,292462,109529,2110,10201,963,33534,32630,1021,26.0,1292371200,7396,4397,4292,3962,3742,3431,6314,13,178.1538462,1.0,0.023857807,94.31289514,0.766432065,4.527018967,0.0,0.0,0.0,0.0,0.002982226,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.36681379,0.838215838354508
1983103,1084,2270024,1860,878,1514,589,150,99,117,135,1177114,571836,208050,98843,194506,13175,283,6087,129,33370,33359,4287,17.0,1394668800,5193,4757,5559,4199,4575,4405,4682,10,108.4,1.0,99.69433623,0.254719808,0.0,0.038957147,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.011986815,0.8623777244154223
2888253,815,6346648,11119,745,9466,441,68,37,523,647,1457240,977666,3500172,86617,287857,24850,833,10120,1290,32913,32911,3223,37.0,1430697600,4073,5197,4545,4603,5250,4803,4442,9,90.55555556,0.888888889,64.30981548,34.1976472,0.288780132,0.006079582,0.0,0.039517281,0.0,0.167188497,0.006079582,0.0,0.0,0.0,0.632276499,0.0,0.0,0.0,0.35261574,0.9404479611132256
2385757,2169,377594,986,115,220,90,74,61,184,242,150858,76608,12633,30948,75567,2462,3365,24835,294,31175,28328,4350,18.0,1412726400,6553,3751,3300,3639,3675,4235,6022,9,241.0,1.0,15.99088984,72.61179188,0.012831205,11.15994098,0.0,0.0,0.003207801,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.221338295,0.8975593659722076
85218,2215,142439,4678,193,2703,149,136,62,459,528,9279,49221,956,1337,75226,157,116,4872,470,30646,30623,9081,15.0,1229212800,4456,5186,4677,4024,3851,4453,3999,15,147.6666667,1.0,24.73142857,6.687346939,0.0,25.47918367,0.0,0.006530612,0.0,0.0,0.0,0.0,43.0955102,0.0,0.0,0.0,0.0,0.0,0.0,0.9494364382134016
170106,3919,3919371,1472,2478,13930,899,24,13,137,168,2247436,585673,276424,195822,489328,42290,18391,46035,14907,30609,30585,5549,31.0,1252540800,4990,4354,4717,4532,4043,3725,4248,14,279.9285714,1.0,0.058810076,77.12288039,0.927892312,1.048779691,0.0,0.006534453,0.0,19.81572843,0.280981475,0.0,0.0,0.006534453,0.003267226,0.192766361,0.075146208,0.0,0.46067893,0.9278498378351546
6367,3356,2258441,303,424,2185,193,24,9,19,21,1254213,552530,212438,82427,133313,16635,516,4350,127,29772,28104,8754,24.0,1172620800,5098,4362,3843,4098,3662,3709,5000,17,197.4117647,1.0,0.702257005,93.16958983,0.296974355,0.199147509,0.0,0.0,5.202291943,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.171196981,0.25854238,0.8541655176149516
5589496,1124,1000592,1175,979,2064,506,119,37,55,62,274703,356803,186321,47067,96473,12747,5477,19349,1651,29771,29771,1493,19.0,1490918400,4560,5449,4834,5490,3415,3585,2438,7,160.5714286,1.0,0.0,99.65402573,0.34597427,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7338195019768841
416346,3441,1472527,1412,235,1517,118,69,25,43,54,917288,195345,115657,101916,109858,24586,1119,5386,249,29564,13273,2833,0.0,1299024000,3445,4296,5042,4462,4250,4157,3912,13,264.6923077,1.0,0.077799953,0.0,0.0,64.92575178,0.0,0.0,34.30977912,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.686669147,0.8676707301904727
274857,3802,11531781,439217,5607,504540,987,204,62,9672,10163,6252465,3852748,459020,139110,548646,119590,16647,142519,1426,28865,28767,17129,8.0,1272153600,5320,4172,3947,3683,3756,3727,4260,14,271.5714286,1.0,18.70533546,43.82501908,4.194130299,1.932283355,0.013876362,1.689447027,1.949628807,0.201207243,1.325192535,0.0,5.377090127,0.00346909,20.03399709,0.0,0.006938181,0.0,0.742385347,0.8868601258426557
510836,1039,4896452,2687,217,470,162,15,8,30,32,3126142,442135,419279,557961,276035,52871,802,777,7,28603,28517,1415,42.0,1314057600,103,5532,5727,5851,5453,5193,744,12,86.58333333,1.0,0.688811189,98.87412587,0.13986014,0.251748252,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.006993007,0.0,0.0,0.0,0.038461538,0.9447951849009338
33757,3542,4126925,3759,868,8148,376,146,62,500,681,2294409,850761,214732,390812,336652,22143,6508,18904,656,26894,22839,13597,28.0,1207612800,5899,5651,3162,2614,2875,2958,3735,16,221.375,1.0,69.22500375,0.01873782,0.01873782,28.13296357,0.003747564,0.0,0.123669615,0.0,0.0,0.0,1.701394094,0.0,0.003747564,0.0,0.0,0.003747564,0.768250637,0.6847380831176931
402624,1903,55764795,156045,1745,10982,682,49,18,45,80,6897116,4010383,41681609,485152,2542745,133176,2535,11248,748,26837,26837,17301,52.0,1296432000,3447,3113,3486,4243,4065,4248,4235,13,146.3846154,0.923076923,0.048440586,99.74289228,0.03353579,0.085702575,0.089428774,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9407578689978204
606555,2784,5793083,1839,636,26780,313,244,42,2523,2921,4991121,240857,264280,121903,144062,28699,2615,3008,141,25775,25756,15586,44.0,1329436800,3550,3685,3856,3761,4041,3473,3409,12,232.0,1.0,18.27352085,79.69350145,0.543161979,0.927255092,0.0,0.0,0.271580989,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.290979631,0.918642229898876
1468043,2718,2397939,26010,468,2190,251,98,61,82,110,1100170,567120,102847,237168,333690,16443,4202,34446,1853,25530,23946,13882,20.0,1369008000,5664,3359,2509,2827,2866,3365,4940,11,247.0909091,1.0,0.0,99.208619,0.207639569,0.552399608,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.031341822,0.787997747431014
922338,2142,3240758,1234,705,1147,475,20,14,18,24,1701026,856737,306689,142541,197199,25021,3592,8386,276,25456,25373,1558,39.0,1348617600,1571,4113,4268,5170,4731,3674,1929,11,194.7272727,1.0,5.143418468,83.43811395,0.0,1.00589391,0.0,1.937131631,0.0,4.432220039,3.968565815,0.0,0.0,0.0,0.0,0.003929273,0.0,0.0,0.070726916,0.8641874246990061
83557,3090,5204483,1928,250,648,201,16,5,5,5,3429920,433123,516038,515655,243964,41254,3882,20267,820,25450,6893,1188,0.0,1228348800,4806,3584,3278,3183,3179,3367,4053,15,206.0,1.0,13.57287009,13.35127221,0.0,73.06002928,0.0,0.0,0.0,0.0,0.01582842,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9093130303605818
338611,2929,9453997,1297,199,278,159,48,15,40,50,7603724,707072,439772,423944,174012,90114,2019,2755,141,25088,11947,482,0.0,1282780800,1545,4306,4523,4362,4242,4514,1596,13,225.3076923,1.0,7.98820106,37.40184159,0.003986128,52.74444932,0.0,0.003986128,0.007972257,0.0,0.0,0.0,0.0,0.0,1.849563519,0.0,0.0,0.0,0.0,0.9274665544035908
131968,4454,2580241,5193,1021,11254,466,44,33,97,115,1338628,515905,244898,200193,235796,32181,805,8439,332,24905,24878,5556,28.0,1244160000,3395,3432,3702,3636,3559,3755,3426,15,296.9333333,1.0,0.016061677,96.19338259,0.401541921,0.172663026,0.0,2.79473177,0.0,0.016061677,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.40555734,0.9170919451809496
10944197,1124,1654188,12627,1793,16545,590,131,73,205,285,1054569,102064,129303,110433,234254,15940,1781,5448,373,24289,24289,6914,23.0,1585180800,3388,3628,3381,3503,3443,3518,3428,4,281.0,1.0,97.82205937,0.354069744,0.01235127,0.0,0.0,0.02470254,0.0,0.0,0.0,0.0,0.0,0.0,1.498620775,0.0,0.0,0.0,0.288196303,0.8543139075528874
571410,1477,1026770,13271,162,797,115,78,11,13,19,523051,245522,93904,65072,69014,11087,4334,13406,703,23937,296,155,0.0,1324166400,4094,3232,2929,2798,3016,3493,4375,12,123.0833333,1.0,1.136316163,88.06868029,0.04177633,10.74904959,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.004177633,0.8302262742402255
499500,2111,1040279,148,133,1521,95,11,3,118,142,854949,50416,12257,72269,46213,1753,981,1036,33,22421,22385,4156,8.0,1312243200,4501,3109,2876,2911,2586,2618,3820,13,162.3846154,0.769230769,38.95628903,37.2970562,0.285459411,0.182872435,0.0,0.624442462,18.93398751,0.080285459,0.017841213,0.0,0.01338091,0.0,0.530776093,0.0,0.0,0.0,3.077609277,0.9169288513400168
1299206,3733,2886840,985,92,114,79,28,8,11,12,2097313,304685,49119,248606,176336,2878,1669,6894,113,22253,22245,3309,29.0,1364083200,3408,2958,3223,2916,3154,3449,3145,11,339.3636364,1.0,98.09014515,0.004493776,0.0,1.905361075,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9118535232674064
1330847,2661,4466690,7669,874,6700,305,203,39,232,258,1337638,886032,365903,200863,1611151,49620,1663,6916,574,22180,20132,4800,16.0,1365120000,3012,3359,2574,2952,3318,3471,3494,11,241.9090909,1.0,55.96934175,4.323715059,0.094679892,18.28223625,0.0,0.0,0.0,0.707844905,0.973850316,0.0,0.0,0.03606853,18.65193868,0.0,0.022542831,0.0,0.937781785,0.907628837693873
10882995,524,1579405,1257,397,12719,292,58,33,45,59,225313,140051,1040246,25359,44013,98267,857,2175,358,21948,21948,6685,91.0,1583798400,2851,3812,3584,3516,3000,2363,2822,4,131.0,1.0,88.36796063,0.004556224,0.0,0.0,0.0,0.0,0.0,0.159467833,0.0,0.0,0.0,0.0,8.529250957,0.0,0.0,0.0,2.938764352,0.9373922105201202
1306,3224,4397165,2727,1394,15280,709,59,39,443,519,2920978,500266,427808,211386,259804,59899,1105,6734,362,21887,20572,4939,19.0,1135555200,2345,4077,3453,3401,3147,3083,2381,18,179.1111111,1.0,5.859759239,85.60119912,0.829078645,2.646493981,0.0,0.0,2.655862101,0.0,0.0,0.0,0.01405218,0.0,0.023420301,0.0,0.0,0.0,2.370134433,0.930419321286261
1751737,1568,1418079,2182,224,1005,116,21,15,19,20,745883,138220,197657,49683,252253,17544,5267,11359,212,21725,21719,2482,22.0,1379721600,3833,3305,2602,2791,2556,3049,3589,10,156.8,1.0,93.91944764,5.744533947,0.009205984,0.0,0.0,0.027617952,0.0,0.0,0.299194476,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8791334651309359
3844346,1963,1223313,518,121,312,62,114,2,4,5,897540,62312,9789,171764,77179,2313,1983,122,25,21484,21448,508,6.0,1461024000,2909,2935,3201,3367,3443,2318,3311,8,245.375,1.0,90.85365854,0.0,0.0,0.004654627,0.0,0.121020294,0.0,7.331037051,1.214857568,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.474771923,0.9787558705449628
421504,1957,7712028,215,15,34,11,6,1,1,1,6218349,306423,216015,868172,93658,7151,1315,276,3,21250,21209,6048,18.0,1299974400,4850,2899,2011,2060,1673,2197,5560,13,150.5384615,1.0,3.788235294,48.86117647,0.0,1.138823529,0.0,0.0,0.192941176,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.136470588,0.0,45.88235294,0.8621758731201974
508,4208,1049143,660,105,235,85,74,24,25,27,589619,166685,12968,98175,171028,4893,410,4436,25,21134,18001,10172,18.0,1126569600,2147,3552,3654,3515,3774,2898,1594,18,233.7777778,1.0,39.62273983,24.06336303,0.005210776,32.81746652,0.198009484,0.349121984,0.0,2.136418113,0.0,0.0,0.0,0.020843104,0.0,0.0,0.0,0.0,0.786827159,0.9610506979031354
4556176,1966,1957985,104,20,37,19,15,2,2,2,1132839,574989,38869,197086,10343,3734,88,35,2,20938,20936,1371,72.0,1473465600,1796,3340,3318,3330,3293,3450,2411,7,280.8571429,1.0,0.028660139,95.05134941,0.0,0.0,0.00477669,0.0,0.0,1.012658228,3.88344877,0.0,0.0,0.0,0.00955338,0.0,0.0,0.0,0.00955338,0.923863574454864
361003,2780,2211515,3668,211,1345,150,71,29,569,682,1586233,231006,138750,187214,53733,6634,3569,4045,150,20902,20843,8373,22.0,1287532800,858,3546,3967,3951,3972,3589,1019,13,213.8461538,1.0,21.29390372,42.736147,0.07656235,0.07656235,0.0,1.076658053,0.0,13.67594985,1.674801416,0.0,16.00153125,1.516891569,0.033496028,0.177050435,0.06220691,0.0,1.598239066,0.9385812825943366
152289,1763,285176,505,155,511,122,21,1,1,1,137405,64232,5807,23039,38919,1301,2445,9706,39,19790,19324,5810,26.0,1249171200,3608,2846,2879,2382,2640,2486,2949,15,117.5333333,1.0,0.268503977,98.30791833,0.005066113,0.349561781,0.0,0.0,0.020264451,0.0,0.0,0.0,0.0,0.93216475,0.0,0.0,0.0,0.0,0.116520594,0.9856861233723536
